AttributeName;AttributeType
NoID;ID
A0;string
A1;double
A2;string
A3;double
A4;string
A5;double
A6;string
A7;double
A8;string
A9;double

NoID;A0;A1;A2;A3;A4;A5;A6;A7;A8;A9
83;safe;7;red;7;true;23;false;23445;blue;23445
84;blue;9;blue;10;true;7;blue;1234;safe;20.7
85;danger;20.7;blue;23445;hot;1234;cold;7;danger;20.7
86;red;45.5;blue;20.7;medium;45.5;hot;10;none;9
87;false;23445;safe;45.5;danger;0.55;true;23445;medium;11
88;none;1234;medium;11;none;10;safe;9;safe;20.7
89;false;11;true;10;cold;1234;danger;10;none;20.7
90;true;9;false;10;medium;45.5;medium;9;none;23445
91;true;10;hot;45.5;safe;45.5;danger;11;cold;11
92;red;23;blue;20.7;medium;7;false;9;hot;10
93;hot;20.7;medium;23;hot;45.5;medium;7;true;23
94;hot;23;blue;45.5;none;23445;cold;23;cold;7
95;blue;1234;blue;7;red;1234;danger;20.7;safe;11
96;blue;11;cold;11;safe;20.7;true;0.55;cold;10
97;blue;23;medium;1234;red;45.5;false;11;blue;9
98;hot;45.5;safe;9;false;7;true;7;medium;23445
99;danger;7;false;10;blue;10;blue;23445;hot;7
100;true;1234;blue;1234;false;10;hot;11;safe;0.55
101;safe;11;none;11;medium;23;danger;20.7;false;11
102;danger;20.7;red;23445;true;7;blue;23445;danger;9
103;blue;9;cold;45.5;safe;10;danger;7;false;1234
104;red;0.55;hot;9;red;10;safe;23;none;9
105;blue;10;hot;45.5;true;20.7;red;45.5;hot;11
106;blue;45.5;none;9;false;7;blue;23;true;23445
107;hot;0.55;safe;23445;none;7;hot;23445;false;7
108;red;0.55;safe;7;hot;23;safe;9;cold;1234
109;hot;9;medium;10;red;23;false;45.5;red;1234
110;false;45.5;cold;23445;medium;23445;safe;20.7;medium;23445
111;medium;1234;false;10;none;0.55;hot;23;red;7
112;cold;10;medium;7;hot;10;blue;1234;cold;1234
113;blue;11;hot;0.55;cold;45.5;red;1234;false;11
114;hot;45.5;medium;10;blue;20.7;safe;23445;danger;10
115;none;9;safe;7;cold;20.7;true;23;cold;9
116;safe;11;hot;9;medium;23445;none;10;true;9
117;red;23445;false;0.55;medium;10;true;7;false;23
118;danger;11;medium;11;danger;9;false;1234;hot;0.55
119;medium;23;danger;23;cold;23445;false;45.5;cold;7
120;blue;1234;none;1234;red;23445;true;23;blue;23
121;red;1234;true;7;danger;0.55;false;11;danger;7
122;medium;10;medium;11;none;1234;cold;1234;true;20.7
123;none;11;danger;23;hot;9;false;9;none;11
124;cold;1234;hot;23445;safe;7;safe;11;true;7
125;blue;0.55;true;23;none;45.5;false;1234;none;20.7
126;medium;1234;safe;1234;true;1234;true;7;blue;23
127;false;11;safe;20.7;hot;45.5;medium;20.7;safe;7
128;none;10;danger;23;danger;1234;red;45.5;safe;20.7
129;cold;10;false;23445;false;0.55;false;9;red;7
130;danger;0.55;danger;45.5;medium;0.55;red;7;danger;1234
131;hot;23445;none;23;false;0.55;blue;0.55;false;10
132;safe;23445;safe;45.5;none;45.5;medium;9;danger;7
133;red;11;cold;1234;false;45.5;safe;9;cold;45.5
134;safe;10;medium;20.7;false;23445;cold;23445;red;9
135;cold;20.7;safe;45.5;hot;9;false;11;red;7
136;cold;23445;safe;9;medium;45.5;danger;45.5;cold;7
137;false;10;false;23;red;20.7;medium;23;blue;23
138;hot;45.5;cold;0.55;danger;10;blue;0.55;hot;0.55
139;medium;11;safe;9;none;23445;blue;45.5;hot;1234
140;true;7;medium;7;none;10;blue;9;medium;20.7
141;medium;0.55;danger;23445;safe;10;false;1234;danger;20.7
142;cold;20.7;cold;1234;none;7;safe;10;hot;10
143;none;9;true;9;medium;20.7;medium;23;true;11
144;false;10;hot;23;cold;45.5;hot;10;hot;1234
145;true;11;hot;23445;cold;7;false;11;false;7
146;red;7;safe;20.7;false;0.55;red;23445;true;7
147;none;10;red;20.7;none;10;false;23;false;20.7
148;blue;23445;danger;23;safe;45.5;hot;1234;true;0.55
149;safe;23445;none;0.55;red;23445;safe;23;safe;20.7
150;hot;10;none;0.55;true;1234;true;7;false;1234
151;true;45.5;true;1234;cold;45.5;hot;23;hot;1234
152;true;0.55;medium;10;true;1234;cold;45.5;cold;23445
153;false;0.55;cold;23;none;7;blue;11;hot;1234
154;true;1234;cold;23445;red;9;false;23445;cold;23445
155;true;1234;true;20.7;safe;23445;false;11;false;9
156;hot;23445;medium;10;cold;20.7;cold;23;false;10
157;true;11;danger;23;hot;11;red;0.55;cold;10
158;danger;7;true;23445;cold;45.5;cold;23;none;11
159;danger;9;hot;9;medium;11;false;1234;none;1234
160;safe;23;cold;45.5;danger;45.5;true;7;blue;45.5
161;none;7;red;0.55;cold;23;safe;23445;hot;11
162;safe;20.7;blue;45.5;safe;1234;red;23;danger;10
163;medium;1234;hot;11;true;23445;red;45.5;danger;45.5
164;cold;10;cold;45.5;hot;0.55;none;11;safe;23445
165;danger;1234;red;45.5;none;11;cold;7;red;7
166;blue;10;true;1234;none;9;hot;9;medium;23
167;hot;0.55;safe;45.5;danger;11;none;23445;danger;45.5
168;cold;45.5;medium;20.7;cold;7;medium;0.55;red;23445
169;blue;20.7;hot;7;cold;11;cold;9;none;1234
170;false;9;hot;23;cold;9;hot;0.55;red;9
171;false;23;medium;20.7;danger;23445;safe;23445;safe;10
172;none;45.5;false;9;safe;11;medium;20.7;cold;10
173;cold;10;hot;1234;danger;23;none;23;safe;45.5
174;none;23445;medium;20.7;red;45.5;medium;11;red;45.5
175;red;20.7;cold;23;cold;0.55;red;9;none;20.7
176;cold;7;safe;7;medium;1234;false;23;none;45.5
177;blue;10;blue;23445;false;23445;true;23;false;7
178;safe;1234;hot;0.55;danger;0.55;danger;11;blue;20.7
179;false;45.5;danger;9;cold;11;danger;10;cold;23
180;hot;10;none;9;true;20.7;safe;1234;hot;7
181;cold;10;true;23;true;45.5;safe;9;blue;45.5
182;safe;23;hot;9;blue;20.7;false;45.5;safe;23445
183;blue;45.5;safe;11;blue;45.5;false;11;hot;9
184;blue;11;none;10;red;7;hot;23445;blue;7
185;blue;23;none;23;hot;23;false;1234;danger;1234
186;none;23445;none;45.5;red;23;hot;23445;hot;20.7
187;medium;1234;hot;11;cold;0.55;false;23445;true;0.55
188;red;45.5;blue;45.5;red;1234;blue;20.7;red;11
189;hot;23445;safe;11;blue;45.5;none;9;red;11
190;danger;23445;blue;0.55;false;23445;false;10;true;0.55
191;none;20.7;safe;23;true;7;danger;0.55;true;0.55
192;false;7;false;20.7;hot;23;medium;11;red;23
193;medium;20.7;hot;45.5;false;23445;true;20.7;medium;1234
194;true;23445;safe;11;hot;7;red;23;blue;10
195;danger;23;red;10;blue;1234;hot;11;none;9
196;none;7;false;10;hot;1234;cold;23;false;7
197;true;7;medium;7;danger;1234;hot;9;cold;7
198;false;7;safe;11;none;7;hot;20.7;safe;11
199;red;45.5;blue;9;medium;23445;safe;1234;medium;23
200;danger;1234;red;20.7;cold;23;red;9;safe;11
201;false;9;true;20.7;hot;45.5;hot;10;false;1234
202;hot;0.55;false;11;none;10;medium;11;danger;23445
203;danger;1234;danger;23;blue;9;danger;0.55;danger;23445
204;blue;7;false;11;true;11;cold;9;none;1234
205;cold;23445;danger;1234;red;1234;hot;23445;none;9
206;red;20.7;none;7;hot;23445;medium;11;true;23
207;cold;20.7;danger;7;none;9;cold;7;blue;20.7
208;blue;7;blue;0.55;cold;10;danger;0.55;medium;7
209;blue;10;none;7;blue;1234;false;0.55;none;10
210;safe;20.7;red;1234;cold;11;blue;7;medium;0.55
211;safe;11;true;0.55;hot;1234;medium;1234;true;1234
212;hot;23;cold;1234;hot;1234;danger;0.55;medium;10
213;none;10;false;1234;blue;45.5;cold;1234;blue;23445
214;hot;9;hot;1234;danger;23445;true;23;true;11
215;false;23;blue;20.7;danger;0.55;hot;23445;false;45.5
216;none;1234;blue;20.7;false;0.55;medium;7;danger;23445
217;none;9;red;7;hot;1234;medium;45.5;none;0.55
218;hot;23;hot;7;medium;23;danger;0.55;medium;7
219;safe;20.7;hot;0.55;hot;1234;true;20.7;medium;1234
220;red;20.7;blue;9;blue;11;true;10;danger;23
221;red;9;blue;7;cold;10;red;20.7;false;0.55
222;hot;23;none;45.5;true;20.7;hot;10;medium;9
223;hot;9;blue;23;medium;20.7;false;23445;danger;10
224;safe;23;true;23445;blue;0.55;danger;0.55;safe;10
225;red;11;true;45.5;safe;1234;hot;10;false;23
226;medium;7;safe;20.7;none;23;hot;10;safe;7
227;blue;23445;danger;1234;safe;9;false;11;danger;9
228;true;1234;false;7;danger;7;false;45.5;blue;23445
229;cold;23445;none;7;cold;23;cold;11;hot;7
230;none;11;true;11;danger;10;hot;7;hot;45.5
231;danger;11;true;9;red;23445;cold;9;medium;45.5
232;none;7;hot;23;safe;7;blue;45.5;red;23445
233;blue;11;red;0.55;red;20.7;danger;9;none;11
234;blue;23445;medium;20.7;true;20.7;cold;11;medium;20.7
235;none;0.55;hot;23;danger;11;blue;1234;red;7
236;none;11;true;7;hot;20.7;hot;0.55;blue;11
237;red;23;safe;9;true;10;medium;11;hot;0.55
238;red;45.5;false;11;cold;7;danger;45.5;false;11
239;danger;7;blue;7;blue;0.55;cold;10;none;11
240;blue;23445;blue;9;hot;1234;medium;23;cold;20.7
241;danger;11;cold;20.7;cold;20.7;none;7;false;23445
242;safe;23;danger;45.5;blue;23445;false;11;danger;0.55
243;danger;23445;none;9;none;9;red;23;blue;23
244;medium;0.55;blue;10;red;45.5;danger;9;medium;23445
245;false;9;safe;23;none;11;danger;45.5;red;9
246;cold;23445;safe;45.5;blue;45.5;true;0.55;false;1234
247;none;9;hot;45.5;medium;1234;cold;23;cold;1234
248;cold;23445;true;23;blue;11;safe;20.7;none;45.5
249;true;23445;danger;45.5;safe;9;false;23;cold;11
250;cold;0.55;medium;0.55;none;0.55;medium;0.55;blue;23
251;false;23445;red;11;medium;20.7;danger;1234;red;23445
252;safe;23;hot;23445;safe;10;danger;1234;cold;1234
253;false;11;safe;11;none;23;red;1234;safe;45.5
254;true;10;cold;20.7;true;11;danger;45.5;safe;7
255;safe;1234;red;20.7;hot;45.5;false;23445;blue;0.55
256;safe;9;blue;23445;hot;0.55;medium;23;danger;45.5
257;red;23445;danger;10;none;7;cold;23445;danger;0.55
258;true;7;none;20.7;blue;7;danger;20.7;safe;23
259;blue;9;red;1234;blue;45.5;blue;9;cold;0.55
260;danger;9;medium;20.7;cold;11;cold;23445;cold;23445
261;blue;23445;true;10;danger;23445;medium;0.55;blue;9
262;blue;7;none;23445;hot;23;medium;9;hot;23
263;cold;23;cold;1234;false;20.7;red;9;cold;45.5
264;true;45.5;safe;10;none;20.7;blue;45.5;true;23
265;cold;23445;false;0.55;none;7;cold;9;blue;23445
266;red;10;red;9;blue;11;none;11;safe;23
267;true;10;medium;7;hot;11;danger;20.7;false;20.7
268;false;7;medium;7;hot;7;blue;11;blue;23
269;hot;9;false;20.7;none;23;true;23;blue;45.5
270;medium;45.5;medium;20.7;safe;23;safe;0.55;hot;45.5
271;true;45.5;safe;20.7;safe;23;cold;23445;red;0.55
272;hot;23445;none;23;false;23;false;7;true;7
273;blue;9;blue;10;red;1234;true;0.55;hot;23
274;red;7;false;45.5;false;23;true;45.5;true;23
275;hot;20.7;medium;0.55;safe;7;blue;9;false;7
276;medium;1234;cold;9;safe;10;danger;10;none;11
277;false;9;true;23;cold;20.7;cold;11;hot;7
278;blue;23;red;23;medium;7;red;9;hot;0.55
279;false;0.55;safe;23445;red;23;true;1234;medium;7
280;hot;45.5;blue;45.5;hot;0.55;blue;7;true;23
281;none;20.7;danger;23;blue;0.55;danger;9;false;11
282;medium;45.5;hot;7;safe;9;red;0.55;medium;7
283;red;23;blue;9;safe;20.7;red;45.5;hot;7
284;safe;20.7;safe;11;none;11;hot;11;cold;23
285;red;11;red;10;red;11;cold;45.5;hot;9
286;blue;7;false;23445;true;7;true;0.55;true;9
287;true;23445;true;7;true;23;red;23445;true;11
288;hot;1234;true;23;cold;7;danger;23445;hot;45.5
289;blue;10;false;45.5;false;23;danger;45.5;safe;1234
290;blue;7;danger;0.55;danger;23445;false;10;blue;23
291;false;23445;hot;11;hot;10;cold;7;none;23
292;medium;9;none;1234;none;10;safe;0.55;blue;45.5
293;blue;45.5;none;11;none;20.7;blue;1234;cold;10
294;safe;45.5;blue;1234;cold;7;hot;45.5;none;0.55
295;none;1234;medium;23;false;45.5;hot;7;safe;9
296;safe;10;false;11;red;45.5;false;23;danger;0.55
297;hot;9;safe;45.5;danger;10;none;7;hot;7
298;blue;7;medium;20.7;medium;20.7;false;9;red;23
299;none;23;medium;23445;safe;45.5;false;11;blue;1234
300;danger;23;hot;0.55;blue;10;medium;7;true;1234
301;danger;7;red;0.55;danger;9;cold;20.7;hot;7
302;false;23445;danger;11;medium;23445;red;23;hot;45.5
303;red;23;none;11;safe;23445;none;11;false;20.7
304;medium;10;none;20.7;true;0.55;danger;7;true;9
305;true;7;true;1234;none;1234;true;1234;false;23
306;none;11;hot;9;blue;10;true;20.7;false;23445
307;danger;1234;false;45.5;none;7;blue;7;true;9
308;cold;23445;false;45.5;cold;1234;blue;9;true;7
309;none;0.55;danger;11;red;23;hot;0.55;true;23
310;none;1234;red;23;red;10;danger;1234;red;1234
311;false;23445;none;11;cold;0.55;red;23445;safe;23
312;medium;23;danger;11;hot;7;safe;45.5;true;9
313;none;7;false;1234;danger;10;medium;1234;red;1234
314;danger;9;none;23;none;9;false;20.7;hot;20.7
315;blue;45.5;red;23445;danger;45.5;hot;20.7;true;0.55
316;hot;11;safe;23;false;20.7;blue;23445;true;11
317;blue;0.55;hot;23445;true;0.55;none;11;danger;9
318;red;10;medium;20.7;medium;23445;red;0.55;hot;11
319;hot;1234;hot;20.7;danger;9;danger;7;none;7
320;medium;7;cold;9;cold;0.55;safe;9;hot;45.5
321;false;7;red;11;danger;9;danger;11;hot;10
322;none;7;blue;45.5;none;23445;none;9;none;10
323;none;1234;none;20.7;none;23445;hot;1234;danger;23445
324;true;10;safe;23;danger;45.5;danger;11;safe;7
325;red;0.55;safe;0.55;blue;23445;blue;1234;danger;23445
326;cold;11;safe;9;danger;23;hot;45.5;hot;9
327;cold;20.7;danger;9;red;20.7;none;10;medium;0.55
328;safe;23;medium;9;true;7;cold;20.7;cold;11
329;red;7;blue;45.5;hot;10;none;0.55;none;11
330;cold;23;red;0.55;none;23;true;0.55;hot;9
331;hot;23445;medium;45.5;medium;23445;false;11;red;23
332;cold;1234;red;9;safe;23445;danger;23;safe;10
333;medium;23;true;0.55;false;45.5;none;1234;false;1234
334;hot;10;danger;23;danger;11;none;23445;danger;9
335;danger;1234;safe;20.7;danger;20.7;hot;0.55;true;0.55
336;hot;9;safe;45.5;danger;23;safe;1234;safe;0.55
337;false;0.55;medium;11;false;0.55;none;1234;hot;11
338;red;23445;cold;1234;cold;0.55;cold;11;danger;11
339;none;45.5;medium;11;red;1234;false;0.55;cold;20.7
340;blue;11;blue;45.5;true;10;medium;9;safe;9
341;none;1234;blue;9;medium;45.5;blue;23445;danger;0.55
342;blue;10;blue;1234;cold;9;true;7;blue;23
343;false;7;true;20.7;hot;23445;cold;10;safe;10
344;true;9;medium;20.7;blue;11;danger;0.55;safe;11
345;none;20.7;blue;1234;red;10;true;11;false;23445
346;none;45.5;none;7;red;23;none;20.7;cold;23
347;medium;20.7;hot;7;true;23445;true;11;cold;9
348;hot;45.5;safe;23445;safe;23445;false;0.55;false;1234
349;medium;23445;false;11;danger;10;none;20.7;medium;7
350;safe;0.55;true;20.7;blue;1234;none;9;red;20.7
351;none;20.7;none;10;medium;9;none;45.5;blue;11
352;hot;20.7;red;23445;red;10;cold;23445;hot;7
353;medium;9;medium;7;safe;11;cold;23445;cold;45.5
354;cold;23;red;23;red;23;red;23445;cold;0.55
355;blue;23445;danger;7;safe;1234;cold;23;danger;7
356;true;23;red;23445;danger;20.7;cold;23;hot;9
357;cold;11;blue;20.7;false;10;none;23;true;10
358;medium;20.7;medium;11;medium;9;medium;9;blue;1234
359;red;10;cold;1234;cold;10;danger;23;none;23445
360;safe;45.5;hot;7;false;23;none;11;true;1234
361;none;23;blue;23;hot;0.55;hot;0.55;danger;23
362;blue;7;true;23;red;11;danger;45.5;red;7
363;false;0.55;blue;7;red;45.5;safe;1234;medium;11
364;none;0.55;cold;23445;blue;10;true;11;none;11
365;danger;0.55;hot;11;hot;7;medium;9;cold;45.5
366;red;7;medium;0.55;medium;23;safe;0.55;medium;45.5
367;hot;10;true;20.7;blue;9;safe;1234;none;11
368;medium;23;blue;10;cold;7;true;45.5;true;1234
369;blue;10;cold;23;medium;0.55;blue;23;red;9
370;safe;23445;red;23445;false;23445;blue;10;cold;20.7
371;safe;20.7;safe;9;true;1234;red;45.5;true;45.5
372;cold;20.7;cold;9;hot;23445;false;45.5;blue;0.55
373;hot;45.5;cold;23;medium;10;false;11;medium;23
374;false;23445;true;0.55;blue;11;red;45.5;none;9
375;blue;23445;cold;1234;safe;10;danger;23;medium;0.55
376;false;20.7;safe;7;medium;7;cold;1234;false;9
377;red;7;medium;9;false;10;hot;10;blue;20.7
378;true;11;true;23;false;0.55;safe;0.55;blue;20.7
379;false;0.55;blue;7;red;0.55;false;1234;false;11
380;none;0.55;danger;1234;danger;23;danger;10;hot;10
381;cold;0.55;danger;23;danger;23;blue;20.7;red;7
382;safe;20.7;medium;0.55;true;23;medium;7;red;9
383;medium;0.55;danger;9;medium;45.5;red;11;blue;23
384;none;9;blue;10;danger;7;false;23445;red;23445
385;none;7;none;23;blue;9;none;10;true;20.7
386;true;7;hot;0.55;safe;23;true;23445;danger;9
387;red;1234;medium;23;cold;0.55;red;7;medium;0.55
388;hot;10;danger;9;true;23;none;7;red;23
389;safe;7;cold;23;blue;11;medium;11;red;7
390;medium;23445;safe;1234;false;45.5;medium;11;cold;10
391;false;45.5;cold;45.5;true;20.7;safe;23445;red;10
392;cold;20.7;hot;7;safe;11;blue;1234;blue;20.7
393;true;45.5;hot;9;red;10;true;23;cold;7
394;danger;7;hot;10;red;1234;cold;9;red;9
395;cold;23;danger;11;medium;0.55;blue;10;false;23445
396;true;45.5;hot;1234;true;23;false;9;true;7
397;hot;23;cold;1234;hot;20.7;false;0.55;red;23
398;none;9;cold;0.55;cold;11;none;23;danger;20.7
399;red;20.7;true;7;none;11;blue;45.5;safe;45.5
400;medium;1234;true;11;cold;10;red;0.55;cold;11
401;false;7;none;10;danger;1234;true;45.5;none;1234
402;hot;1234;hot;1234;medium;1234;none;1234;true;7
403;true;7;true;1234;medium;23;cold;0.55;red;0.55
404;danger;7;medium;9;none;0.55;safe;0.55;hot;1234
405;danger;45.5;false;10;red;11;cold;7;medium;9
406;red;45.5;cold;11;false;0.55;cold;1234;danger;0.55
407;false;23;cold;23445;danger;20.7;red;0.55;safe;20.7
408;red;9;medium;0.55;medium;20.7;true;11;danger;20.7
409;none;9;false;11;danger;10;blue;45.5;cold;11
410;blue;10;safe;10;true;45.5;false;20.7;safe;11
411;true;9;medium;20.7;hot;45.5;none;10;none;23445
412;blue;11;blue;20.7;blue;20.7;cold;0.55;cold;45.5
413;blue;11;none;11;blue;10;blue;9;red;20.7
414;red;23445;false;23;danger;10;none;23445;medium;23445
415;none;7;medium;20.7;none;1234;false;7;hot;1234
416;red;7;safe;23445;hot;20.7;true;45.5;blue;0.55
417;cold;1234;red;45.5;red;9;red;10;safe;10
418;none;9;danger;7;hot;20.7;blue;9;true;23
419;safe;23445;none;9;cold;45.5;danger;23;safe;10
420;true;1234;none;23445;cold;9;medium;1234;medium;45.5
421;blue;1234;blue;10;true;45.5;danger;1234;false;11
422;medium;20.7;red;0.55;none;1234;cold;0.55;red;7
423;true;7;none;11;red;20.7;false;10;blue;45.5
424;none;10;cold;0.55;none;10;hot;45.5;none;10
425;red;9;medium;7;safe;10;medium;23445;cold;0.55
426;medium;20.7;none;0.55;true;1234;hot;23445;true;10
427;danger;0.55;false;11;blue;11;blue;11;hot;11
428;true;0.55;false;20.7;medium;20.7;false;11;medium;23445
429;false;1234;medium;23;danger;0.55;safe;23;cold;10
430;cold;23;blue;11;red;45.5;none;0.55;safe;11
431;none;11;red;7;true;45.5;cold;10;cold;45.5
432;danger;10;cold;0.55;red;0.55;medium;23;blue;20.7
433;true;11;none;1234;true;9;safe;11;red;11
434;true;9;red;23445;false;0.55;danger;9;medium;11
435;false;45.5;safe;45.5;false;20.7;medium;9;hot;11
436;true;7;safe;20.7;blue;23445;cold;23445;medium;10
437;true;23;red;7;hot;7;false;10;safe;23
438;hot;0.55;medium;45.5;safe;9;medium;1234;blue;23
439;hot;23445;blue;9;danger;20.7;hot;45.5;danger;11
440;red;1234;false;0.55;danger;45.5;red;45.5;safe;45.5
441;medium;11;safe;23;false;9;red;1234;safe;23
442;false;10;hot;11;false;7;safe;9;true;23
443;medium;45.5;danger;0.55;blue;10;safe;10;true;45.5
444;medium;9;none;10;safe;1234;true;0.55;hot;23445
445;false;23445;false;20.7;hot;23445;safe;7;true;7
446;cold;1234;red;0.55;true;45.5;none;7;false;1234
447;hot;1234;false;45.5;true;23445;none;9;none;10
448;medium;23445;cold;45.5;false;10;true;11;none;9
449;cold;20.7;medium;1234;false;10;true;23445;none;20.7
450;none;10;cold;23;hot;23445;danger;10;blue;23445
451;blue;23;none;0.55;none;20.7;blue;11;cold;23445
452;blue;1234;medium;20.7;safe;23445;blue;23445;true;11
453;danger;9;red;7;false;20.7;cold;23;none;10
454;red;10;true;45.5;false;9;safe;10;false;1234
455;danger;7;medium;11;red;11;red;10;blue;10
456;medium;45.5;red;0.55;danger;45.5;red;23445;none;45.5
457;danger;23;danger;9;cold;11;medium;0.55;cold;45.5
458;safe;9;safe;20.7;danger;7;true;0.55;false;1234
459;hot;45.5;none;45.5;hot;23445;none;10;false;10
460;cold;45.5;cold;10;none;11;false;11;hot;9
461;medium;1234;hot;23445;blue;23;true;23;cold;23
462;none;11;true;10;true;11;none;7;medium;20.7
463;red;11;true;9;hot;9;danger;1234;safe;45.5
464;safe;7;red;9;blue;0.55;false;45.5;safe;0.55
465;blue;23;true;23;hot;23445;medium;23445;false;1234
466;medium;11;hot;20.7;cold;20.7;medium;23445;none;7
467;true;20.7;none;20.7;blue;1234;blue;23;cold;20.7
468;hot;11;danger;7;danger;23445;hot;11;blue;7
469;true;7;safe;23;danger;0.55;danger;11;cold;11
470;true;0.55;true;11;danger;9;cold;23445;safe;23
471;safe;23445;false;10;true;9;safe;0.55;false;23445
472;danger;7;medium;9;true;10;none;11;red;23
473;red;23;blue;23;false;0.55;false;0.55;cold;9
474;red;45.5;none;9;blue;1234;red;10;danger;1234
475;false;0.55;danger;0.55;cold;10;blue;7;true;45.5
476;red;1234;safe;45.5;medium;23;medium;23445;false;20.7
477;danger;45.5;red;10;red;0.55;blue;23;red;9
