AttributeName;AttributeType
NoID;ID
A0;string
A1;double
A2;string
A3;double
A4;string
A5;double
A6;string
A7;double
A8;string
A9;double

NoID;A0;A1;A2;A3;A4;A5;A6;A7;A8;A9
94;safe;45.5;true;23445;false;23445;true;0.55;red;9
95;false;7;true;0.55;medium;23445;safe;45.5;red;11
96;none;9;danger;20.7;danger;23445;none;23;red;23
97;false;45.5;hot;9;true;20.7;true;20.7;true;10
98;none;9;red;7;danger;23445;hot;20.7;blue;10
99;red;10;blue;0.55;cold;7;safe;9;medium;11
100;true;7;none;7;red;45.5;none;23;danger;1234
101;medium;1234;safe;23445;none;45.5;hot;23;medium;45.5
102;false;1234;false;0.55;hot;10;danger;11;none;20.7
103;false;45.5;medium;23;medium;20.7;none;9;false;9
104;blue;1234;hot;23;none;7;medium;45.5;medium;11
105;hot;9;hot;7;medium;11;blue;11;safe;20.7
106;hot;20.7;safe;0.55;cold;0.55;hot;7;blue;1234
107;blue;11;none;23445;blue;1234;red;45.5;cold;7
108;danger;23;red;0.55;none;7;blue;10;red;0.55
109;blue;11;danger;23445;danger;45.5;medium;23;none;7
110;danger;20.7;none;23;false;45.5;none;11;cold;9
111;false;0.55;cold;10;cold;7;hot;45.5;safe;45.5
112;cold;23;hot;1234;false;1234;cold;11;red;10
113;danger;9;true;7;safe;9;hot;0.55;hot;9
114;false;7;cold;9;cold;0.55;red;7;false;9
115;blue;11;true;9;red;20.7;none;45.5;danger;9
116;none;45.5;red;23445;medium;1234;medium;9;red;9
117;medium;20.7;danger;23445;none;23;red;9;danger;45.5
118;false;45.5;red;0.55;false;7;danger;7;none;23445
119;true;23445;danger;0.55;cold;0.55;red;7;blue;1234
120;red;23445;blue;20.7;none;1234;true;1234;blue;0.55
121;red;10;blue;45.5;none;1234;false;7;true;9
122;cold;10;true;45.5;medium;1234;danger;23;cold;45.5
123;true;23445;blue;23445;danger;9;danger;45.5;cold;11
124;true;11;safe;20.7;none;11;red;20.7;danger;45.5
125;hot;9;blue;20.7;true;1234;none;1234;red;1234
126;false;1234;red;23;false;20.7;danger;10;danger;1234
127;cold;9;red;45.5;blue;23445;blue;9;danger;45.5
128;false;1234;none;11;none;45.5;cold;10;false;11
129;true;23445;cold;23;cold;7;blue;9;danger;20.7
130;none;1234;medium;10;hot;7;none;45.5;medium;20.7
131;cold;20.7;true;1234;medium;9;blue;7;cold;11
132;none;23;safe;11;cold;23445;cold;9;safe;23
133;safe;20.7;safe;7;blue;0.55;blue;23;hot;1234
134;none;23445;true;9;red;23;blue;45.5;cold;9
135;cold;23;blue;10;true;9;safe;7;safe;0.55
136;hot;45.5;cold;11;medium;1234;cold;1234;false;23445
137;blue;10;false;9;danger;23;hot;23445;none;20.7
138;hot;7;false;23;medium;23;none;23;cold;7
139;false;7;false;23445;hot;23;blue;45.5;cold;7
140;danger;23445;safe;7;false;0.55;red;23445;false;7
141;danger;45.5;false;23;danger;7;danger;1234;none;23445
142;danger;45.5;cold;7;true;10;medium;23445;hot;20.7
143;red;7;none;45.5;hot;23445;cold;11;blue;45.5
144;danger;9;cold;45.5;red;0.55;red;7;hot;20.7
145;false;0.55;none;20.7;cold;1234;red;9;medium;10
146;blue;1234;cold;10;hot;10;danger;7;blue;45.5
147;safe;1234;hot;11;safe;11;hot;10;none;11
148;hot;11;red;0.55;true;23445;medium;23;none;0.55
149;blue;23;safe;20.7;medium;11;safe;23445;true;1234
150;false;7;false;10;false;1234;medium;45.5;true;11
151;red;1234;medium;23445;danger;11;danger;45.5;true;9
152;medium;11;safe;10;medium;7;hot;1234;true;10
153;cold;23;medium;1234;safe;11;hot;45.5;danger;45.5
154;cold;20.7;cold;10;blue;10;true;11;cold;0.55
155;true;9;none;9;none;45.5;red;45.5;false;9
156;none;23445;false;23;medium;11;hot;0.55;medium;11
157;none;20.7;false;9;hot;45.5;medium;11;red;20.7
158;safe;0.55;safe;7;cold;9;red;45.5;medium;11
159;hot;0.55;none;1234;safe;45.5;medium;9;false;9
160;false;23;hot;7;medium;7;blue;10;false;9
161;safe;0.55;true;23445;cold;7;medium;9;danger;0.55
162;cold;23;danger;20.7;blue;23445;false;0.55;red;9
163;danger;45.5;false;45.5;false;10;hot;20.7;hot;23
164;none;23445;medium;1234;blue;23;true;45.5;danger;9
165;safe;23445;blue;23;safe;11;cold;23;cold;11
166;medium;20.7;true;7;blue;45.5;danger;23445;cold;11
167;hot;7;false;10;safe;10;danger;10;true;9
168;danger;7;false;7;blue;1234;none;7;safe;0.55
169;true;0.55;red;11;blue;1234;medium;10;none;23
170;red;20.7;red;11;blue;20.7;medium;11;medium;1234
171;false;9;safe;9;safe;23445;blue;9;safe;10
172;hot;10;cold;7;cold;0.55;none;20.7;medium;23
173;cold;7;none;1234;hot;23;medium;10;true;23445
174;red;11;blue;23445;red;9;blue;11;hot;7
175;cold;7;true;1234;blue;1234;hot;7;blue;23445
176;medium;0.55;false;9;cold;9;safe;45.5;none;23445
177;true;9;hot;10;red;7;cold;45.5;true;23445
178;red;23;medium;23;red;11;red;45.5;blue;9
179;blue;11;danger;9;blue;10;danger;20.7;none;9
180;hot;1234;true;11;safe;10;none;10;safe;7
181;true;23;cold;0.55;red;9;none;11;red;20.7
182;none;10;true;7;safe;0.55;cold;9;safe;7
183;medium;10;blue;0.55;hot;0.55;danger;23;medium;11
184;safe;23445;hot;23;blue;11;cold;45.5;red;10
185;danger;23445;cold;23;safe;1234;cold;0.55;blue;20.7
186;blue;45.5;none;7;none;0.55;blue;23445;red;23
187;blue;1234;cold;9;true;45.5;medium;0.55;red;20.7
188;medium;23445;red;20.7;hot;1234;medium;9;danger;1234
189;red;7;cold;23445;medium;1234;hot;7;medium;10
190;danger;23;hot;1234;cold;7;none;20.7;cold;20.7
191;danger;45.5;medium;7;hot;1234;medium;1234;false;1234
192;medium;11;red;11;none;45.5;danger;0.55;red;1234
193;none;0.55;cold;9;false;45.5;red;0.55;blue;11
194;danger;7;false;23445;medium;20.7;red;0.55;safe;9
195;false;45.5;danger;0.55;danger;11;safe;10;danger;23445
196;blue;7;true;23445;medium;23;safe;0.55;cold;10
197;red;1234;safe;23;medium;7;blue;9;none;1234
198;false;0.55;cold;7;danger;0.55;red;7;false;9
199;red;45.5;false;23;red;10;medium;7;hot;11
200;cold;23445;blue;0.55;red;9;blue;1234;medium;0.55
201;cold;0.55;cold;9;danger;7;danger;45.5;false;11
202;hot;23;danger;10;medium;10;safe;10;cold;10
203;false;45.5;hot;9;danger;11;red;23;danger;1234
204;medium;45.5;none;9;false;10;false;0.55;safe;20.7
205;red;11;medium;0.55;hot;11;safe;10;medium;11
206;red;0.55;blue;9;true;1234;safe;23445;none;10
207;false;7;true;10;safe;45.5;safe;0.55;none;7
208;red;45.5;blue;23445;cold;20.7;hot;23;blue;7
209;medium;7;danger;45.5;blue;9;safe;20.7;blue;7
210;red;1234;blue;7;false;0.55;danger;23445;red;23
211;false;7;medium;20.7;true;9;cold;0.55;blue;23
212;red;23;red;10;true;45.5;true;0.55;safe;45.5
213;danger;45.5;cold;7;true;7;false;9;medium;20.7
214;cold;7;safe;45.5;danger;7;medium;23445;danger;20.7
215;false;7;red;0.55;none;45.5;safe;23;cold;9
216;medium;9;hot;11;false;45.5;medium;10;red;9
217;hot;11;hot;20.7;medium;7;red;9;blue;1234
218;hot;9;true;0.55;medium;7;none;1234;false;20.7
219;medium;23;hot;11;red;23445;danger;7;danger;23445
220;danger;7;red;11;red;0.55;true;45.5;danger;9
221;false;11;blue;45.5;blue;1234;red;7;red;1234
222;none;10;true;45.5;none;0.55;hot;23445;danger;23
223;false;0.55;hot;9;blue;7;danger;0.55;hot;45.5
224;medium;0.55;safe;23445;true;23;danger;11;safe;7
225;danger;9;red;23;blue;7;hot;0.55;blue;10
226;true;11;safe;11;safe;1234;true;45.5;medium;20.7
227;medium;11;false;1234;safe;1234;safe;23;cold;9
228;safe;7;red;45.5;blue;11;medium;0.55;false;45.5
229;false;9;danger;45.5;false;1234;none;9;medium;10
230;none;9;false;1234;danger;7;hot;10;medium;23445
231;medium;11;true;1234;true;9;safe;23445;cold;0.55
232;medium;45.5;hot;0.55;false;0.55;red;1234;blue;11
233;safe;11;red;11;danger;1234;none;11;medium;9
234;safe;23;false;10;danger;11;cold;11;true;9
235;safe;10;cold;20.7;true;11;false;0.55;medium;1234
236;cold;1234;red;23445;blue;23;safe;23445;true;23
237;red;23;medium;11;false;7;true;45.5;blue;11
238;safe;9;blue;7;danger;23;true;11;hot;20.7
239;false;0.55;danger;0.55;false;9;blue;23445;safe;11
240;red;1234;true;10;hot;23445;red;10;red;23445
241;cold;23445;false;23445;false;11;cold;1234;safe;9
242;cold;11;blue;9;hot;7;danger;1234;cold;1234
243;true;9;danger;11;red;1234;true;1234;true;11
244;cold;0.55;safe;7;cold;11;red;20.7;blue;23445
245;danger;10;true;7;blue;0.55;cold;9;cold;10
246;none;45.5;blue;7;false;10;false;9;true;23445
247;red;9;red;9;false;23;red;10;hot;11
248;false;1234;blue;9;true;0.55;red;10;blue;9
249;none;23445;none;45.5;medium;23;red;23;cold;9
250;false;23445;red;7;none;23;none;10;danger;45.5
251;blue;10;hot;23;true;10;safe;10;danger;23445
252;safe;1234;none;23445;safe;45.5;medium;11;danger;7
253;medium;23445;safe;10;cold;11;safe;9;blue;20.7
254;danger;11;danger;23445;hot;9;true;20.7;medium;1234
255;false;23;blue;23;hot;7;none;1234;danger;0.55
256;false;1234;false;7;danger;23;danger;9;true;10
257;medium;20.7;false;11;hot;0.55;safe;9;false;23445
258;safe;7;false;11;danger;0.55;true;0.55;red;9
259;blue;0.55;none;7;false;11;hot;1234;red;11
260;danger;9;safe;23445;false;11;cold;9;red;23
261;safe;11;medium;23445;false;10;safe;11;danger;23
262;cold;23;none;0.55;blue;0.55;cold;10;false;23
263;hot;9;hot;9;red;10;true;9;danger;0.55
264;true;23;blue;23445;cold;7;none;11;true;7
265;blue;20.7;false;0.55;none;11;blue;7;hot;23
266;red;23445;hot;23;true;9;danger;23445;hot;11
267;true;20.7;hot;9;safe;45.5;true;23;safe;1234
268;safe;45.5;danger;0.55;none;23445;none;11;red;10
269;blue;23;medium;1234;true;20.7;false;45.5;safe;0.55
270;none;45.5;true;0.55;safe;9;red;0.55;medium;45.5
271;medium;9;safe;20.7;cold;45.5;true;23445;false;1234
272;cold;23445;blue;11;medium;45.5;safe;23;cold;20.7
273;blue;11;safe;9;safe;11;red;45.5;hot;7
274;red;0.55;danger;10;hot;23445;blue;23;red;0.55
275;hot;23445;cold;7;cold;20.7;danger;11;true;20.7
276;medium;7;true;9;none;1234;danger;7;red;9
277;red;9;blue;23;danger;20.7;danger;11;red;23
278;medium;10;cold;1234;red;11;danger;7;danger;10
279;medium;9;medium;23445;true;9;safe;23;safe;23445
280;cold;10;medium;11;false;20.7;none;0.55;danger;0.55
281;medium;23;medium;11;cold;23445;danger;45.5;true;11
282;none;1234;hot;20.7;red;10;true;11;false;9
283;none;23445;false;23;true;11;cold;45.5;medium;23445
284;cold;7;danger;1234;cold;9;none;10;true;23445
285;danger;9;medium;9;true;20.7;danger;0.55;medium;45.5
286;none;0.55;true;9;false;7;false;1234;danger;9
287;hot;1234;false;23;cold;23445;false;11;medium;10
288;medium;1234;red;7;cold;20.7;cold;11;medium;0.55
289;blue;23;none;7;blue;10;false;45.5;true;11
290;danger;9;danger;11;safe;10;medium;10;true;45.5
291;cold;7;medium;1234;cold;0.55;medium;23445;false;11
292;false;45.5;danger;0.55;false;23;safe;1234;none;0.55
293;hot;1234;blue;45.5;none;23445;safe;23445;safe;23445
294;none;45.5;medium;45.5;blue;7;cold;0.55;hot;9
295;true;23445;danger;10;none;0.55;cold;7;cold;23445
296;false;7;medium;23445;medium;1234;true;23445;true;1234
297;danger;11;hot;23;hot;20.7;red;10;false;23445
298;cold;23445;false;10;false;10;hot;1234;danger;10
299;false;0.55;false;7;red;23445;none;23445;none;1234
300;medium;0.55;medium;23445;danger;45.5;hot;0.55;none;1234
301;safe;45.5;hot;45.5;none;20.7;medium;11;cold;7
302;danger;23445;true;0.55;red;0.55;red;23445;false;10
303;safe;1234;cold;23;hot;23445;false;11;cold;11
304;safe;9;danger;9;none;0.55;hot;10;safe;1234
305;cold;10;cold;9;cold;11;true;11;none;9
306;safe;11;blue;23445;red;11;blue;45.5;medium;1234
307;danger;11;hot;9;none;23;false;23;blue;45.5
308;medium;10;hot;9;blue;7;blue;1234;hot;23
309;safe;10;cold;10;danger;45.5;none;23;danger;20.7
310;false;0.55;medium;7;true;0.55;hot;0.55;hot;10
311;blue;45.5;false;7;medium;10;safe;11;blue;1234
312;red;10;red;23445;safe;10;cold;45.5;safe;20.7
313;false;0.55;hot;23;medium;20.7;none;23;none;20.7
314;medium;9;medium;1234;safe;11;none;1234;medium;23445
315;true;11;cold;9;hot;10;cold;1234;none;45.5
316;safe;10;safe;7;false;23;medium;9;safe;0.55
317;red;23445;none;0.55;cold;23;true;1234;red;10
318;red;1234;red;45.5;true;9;red;1234;red;7
319;none;45.5;danger;10;none;45.5;true;9;cold;10
320;danger;7;danger;1234;blue;1234;true;20.7;cold;1234
321;red;0.55;false;7;true;0.55;danger;7;false;7
322;medium;0.55;danger;7;hot;23445;blue;0.55;true;7
323;false;9;danger;20.7;false;23;safe;45.5;danger;23
324;false;7;none;0.55;hot;11;true;9;false;10
325;none;0.55;danger;23445;false;1234;cold;0.55;cold;23445
326;cold;23;danger;9;false;23445;hot;10;red;7
327;hot;0.55;true;7;medium;11;cold;45.5;hot;7
328;blue;7;none;23445;hot;11;true;45.5;safe;11
329;cold;7;false;9;false;7;true;9;false;10
330;false;45.5;none;45.5;hot;1234;cold;10;hot;11
331;true;7;red;1234;none;20.7;hot;45.5;medium;10
332;medium;0.55;none;23;none;9;safe;0.55;safe;23445
333;danger;0.55;none;11;medium;10;blue;45.5;true;20.7
334;true;1234;none;20.7;danger;7;true;20.7;none;0.55
335;danger;1234;medium;0.55;medium;7;none;45.5;hot;0.55
336;hot;23;cold;0.55;hot;23;false;20.7;none;9
337;cold;9;blue;45.5;hot;23445;blue;1234;medium;45.5
338;cold;7;cold;7;none;9;blue;7;false;20.7
339;danger;9;safe;45.5;safe;9;red;1234;red;23
340;cold;7;none;23445;blue;23445;danger;20.7;safe;23445
341;true;45.5;blue;11;hot;45.5;medium;23445;danger;7
342;false;11;danger;10;hot;0.55;safe;7;cold;1234
343;medium;20.7;red;23;safe;11;medium;45.5;danger;10
344;cold;45.5;false;7;none;9;true;20.7;red;9
345;cold;23;danger;10;blue;1234;safe;9;none;23
346;safe;45.5;medium;23;safe;7;none;10;red;9
347;cold;23445;medium;10;false;45.5;medium;1234;danger;10
348;hot;45.5;danger;9;danger;10;false;20.7;hot;0.55
349;medium;23445;false;10;medium;1234;red;23445;red;23
350;red;0.55;danger;9;red;10;medium;11;medium;45.5
351;danger;45.5;safe;10;blue;9;safe;23;false;11
352;red;7;blue;11;blue;1234;none;9;none;20.7
353;blue;1234;false;45.5;medium;7;danger;23;false;45.5
354;red;10;none;23445;medium;23;blue;0.55;medium;7
355;hot;23;none;20.7;none;23445;blue;10;false;10
356;safe;23445;true;20.7;false;11;medium;7;medium;45.5
357;blue;45.5;hot;20.7;blue;11;cold;20.7;red;1234
358;safe;45.5;none;1234;medium;20.7;blue;23;red;10
359;blue;45.5;false;10;hot;20.7;hot;1234;true;10
360;false;45.5;blue;11;none;1234;blue;23;blue;0.55
361;safe;10;medium;23;safe;0.55;false;7;hot;7
362;cold;23445;none;7;none;11;red;11;medium;20.7
363;none;9;medium;1234;blue;23;true;1234;hot;0.55
364;false;1234;safe;45.5;red;9;hot;45.5;red;7
365;red;23;true;0.55;danger;10;cold;11;medium;1234
366;safe;10;true;23;blue;45.5;true;10;none;0.55
367;safe;11;blue;23445;red;20.7;hot;7;danger;20.7
368;hot;10;true;20.7;hot;10;blue;0.55;true;9
369;danger;11;false;45.5;medium;23445;medium;0.55;danger;0.55
370;danger;9;hot;0.55;medium;9;false;9;false;11
371;danger;20.7;blue;20.7;safe;9;safe;9;cold;7
372;true;1234;red;7;cold;23445;medium;45.5;none;11
373;danger;23;danger;10;false;11;safe;45.5;blue;11
374;hot;7;medium;20.7;medium;9;medium;11;red;23445
375;cold;0.55;hot;20.7;blue;23;cold;9;false;0.55
376;cold;23;medium;7;false;45.5;red;1234;none;1234
377;cold;1234;blue;11;false;7;medium;45.5;medium;23
378;cold;23;medium;0.55;cold;10;red;9;true;9
379;medium;7;red;7;none;0.55;true;11;medium;9
380;hot;1234;none;10;red;23;blue;7;none;9
381;red;10;safe;23;danger;1234;danger;11;medium;20.7
382;cold;10;safe;45.5;safe;23445;red;45.5;none;20.7
383;true;7;medium;11;none;10;cold;20.7;true;1234
384;none;45.5;red;23;blue;20.7;blue;10;medium;7
385;medium;11;blue;1234;cold;23445;medium;11;false;1234
386;red;23445;medium;23445;blue;20.7;red;11;blue;23445
387;danger;45.5;red;9;hot;7;none;0.55;safe;45.5
388;safe;1234;medium;1234;cold;23445;none;1234;blue;1234
389;false;45.5;true;23445;red;7;false;0.55;safe;7
390;medium;11;blue;11;red;9;none;1234;cold;7
391;red;11;danger;45.5;red;20.7;hot;11;blue;11
392;danger;20.7;none;11;blue;9;danger;20.7;none;9
393;none;9;false;10;safe;1234;red;20.7;blue;45.5
394;none;45.5;red;7;danger;10;danger;1234;red;10
395;safe;23;danger;23;danger;0.55;medium;1234;true;23
396;safe;1234;medium;45.5;red;7;cold;20.7;none;10
397;true;0.55;cold;1234;cold;45.5;safe;7;safe;0.55
398;none;23;cold;23445;safe;23445;none;1234;blue;7
399;cold;9;false;23;cold;1234;true;9;none;11
400;safe;23445;safe;23445;blue;0.55;cold;9;blue;45.5
401;blue;7;cold;11;red;11;red;20.7;true;0.55
402;red;11;red;1234;none;11;none;10;false;20.7
403;safe;10;danger;23;hot;0.55;safe;11;danger;7
404;none;20.7;danger;7;false;45.5;danger;9;safe;0.55
405;none;10;none;7;blue;0.55;none;10;red;1234
406;medium;9;true;9;danger;23;hot;20.7;hot;11
407;false;23;true;45.5;none;11;medium;45.5;red;23
408;none;10;false;45.5;safe;7;none;11;cold;45.5
409;none;20.7;medium;0.55;none;23;true;1234;medium;1234
410;danger;7;danger;9;danger;10;true;23445;danger;23
411;medium;23445;blue;20.7;hot;20.7;none;20.7;danger;45.5
412;false;45.5;none;10;medium;1234;false;23445;false;23
413;none;7;false;23;blue;20.7;none;0.55;hot;23445
414;red;0.55;medium;23445;hot;1234;red;1234;false;23
415;red;10;none;0.55;medium;23;true;9;safe;20.7
416;red;1234;red;7;red;9;safe;23;blue;20.7
417;true;10;cold;20.7;medium;20.7;false;20.7;none;20.7
418;true;45.5;true;7;true;23;danger;20.7;hot;20.7
419;safe;9;danger;20.7;none;9;hot;10;red;0.55
420;safe;0.55;false;0.55;danger;0.55;safe;23445;false;0.55
421;red;11;false;1234;true;1234;true;9;medium;23445
422;red;23445;blue;45.5;cold;0.55;false;11;cold;0.55
423;safe;7;false;45.5;safe;7;medium;23445;true;9
424;blue;0.55;medium;10;hot;1234;false;0.55;blue;10
425;cold;23;blue;23;false;11;false;10;hot;23445
426;danger;20.7;blue;45.5;blue;7;cold;45.5;hot;10
427;none;23445;false;11;none;23;hot;9;true;1234
428;safe;11;danger;1234;false;23;none;9;true;9
429;danger;45.5;blue;23;cold;11;danger;1234;cold;9
430;hot;0.55;red;11;blue;20.7;cold;11;red;23
431;none;7;cold;1234;medium;23;red;0.55;safe;45.5
432;safe;11;blue;1234;medium;23445;false;9;red;45.5
433;cold;7;none;45.5;medium;23445;true;23445;blue;10
434;medium;45.5;red;0.55;danger;23;hot;10;blue;20.7
435;blue;20.7;hot;23445;red;7;medium;1234;hot;23445
436;cold;10;danger;23;true;20.7;none;10;none;20.7
437;none;23445;red;9;cold;45.5;none;9;red;11
438;hot;10;red;23445;none;7;danger;10;blue;1234
439;blue;45.5;false;23445;none;23;cold;11;hot;23445
440;blue;1234;false;23;false;7;blue;0.55;red;10
441;none;23445;red;20.7;red;7;blue;45.5;danger;23445
442;true;23445;hot;0.55;true;45.5;false;9;true;0.55
443;true;23;false;1234;cold;11;red;20.7;false;7
444;hot;0.55;red;23;false;10;red;1234;false;23445
445;safe;45.5;true;23445;true;11;medium;23;none;20.7
446;medium;11;blue;0.55;blue;11;blue;20.7;red;20.7
447;cold;9;red;10;true;1234;true;1234;none;1234
448;hot;1234;danger;9;medium;23;cold;10;hot;10
449;none;0.55;true;0.55;red;10;danger;1234;cold;23
450;true;7;cold;45.5;hot;23;safe;11;none;0.55
451;true;9;cold;23;hot;1234;true;0.55;hot;23
452;blue;23445;red;11;danger;23;blue;0.55;none;20.7
453;none;0.55;medium;23445;none;10;false;11;red;10
454;medium;11;none;10;danger;10;hot;1234;safe;45.5
455;danger;45.5;medium;23445;hot;10;cold;20.7;none;23445
456;medium;1234;none;11;true;0.55;danger;20.7;hot;10
457;red;11;hot;1234;none;20.7;red;23445;red;9
458;cold;9;hot;23445;blue;20.7;danger;10;none;1234
459;false;23445;false;10;hot;0.55;medium;11;none;9
460;red;7;hot;9;blue;23445;cold;1234;red;20.7
461;true;11;true;20.7;hot;23;medium;10;medium;23445
462;medium;11;hot;20.7;cold;7;hot;10;none;23445
463;safe;20.7;danger;23;true;23;blue;7;hot;23
464;true;11;hot;10;blue;20.7;false;10;blue;20.7
465;safe;45.5;hot;45.5;none;7;blue;45.5;blue;45.5
466;hot;1234;cold;7;danger;20.7;blue;23445;hot;11
467;false;0.55;medium;11;blue;23;none;20.7;false;23
468;red;11;hot;45.5;safe;20.7;hot;45.5;blue;1234
469;false;7;medium;0.55;true;20.7;red;0.55;true;0.55
470;blue;45.5;medium;23445;none;11;safe;23445;false;20.7
471;false;9;cold;23445;hot;20.7;red;11;blue;45.5
472;none;0.55;danger;23;danger;7;red;7;blue;7
473;true;23445;hot;10;medium;45.5;safe;9;safe;45.5
474;blue;10;none;11;none;0.55;none;0.55;medium;45.5
475;medium;9;false;10;hot;7;true;0.55;red;11
476;blue;23445;safe;0.55;red;7;none;11;safe;0.55
477;none;10;hot;23;hot;20.7;medium;11;danger;23
