AttributeName;AttributeType
NoID;ID
A0;string
A1;double
A2;string
A3;double
A4;string
A5;double
A6;string
A7;double
A8;string
A9;double

NoID;A0;A1;A2;A3;A4;A5;A6;A7;A8;A9
66;safe;7;safe;10;hot;20.7;medium;23;none;1234
67;hot;45.5;true;0.55;danger;7;danger;23445;safe;23
68;danger;1234;none;0.55;blue;23;none;11;red;11
69;hot;11;hot;23;none;20.7;cold;1234;safe;23
70;cold;10;cold;0.55;safe;10;red;23;cold;45.5
71;medium;11;cold;0.55;false;9;medium;23;red;20.7
72;none;20.7;medium;45.5;safe;9;safe;11;none;7
73;none;7;blue;23;blue;10;danger;23;none;9
74;medium;10;cold;20.7;red;7;true;20.7;none;9
75;cold;7;false;11;safe;45.5;false;1234;false;7
76;red;7;true;11;none;23445;danger;0.55;red;7
77;blue;0.55;none;23;true;23;safe;20.7;cold;20.7
78;medium;1234;medium;9;danger;9;safe;45.5;false;0.55
79;danger;10;cold;10;false;23;safe;7;blue;1234
80;cold;45.5;false;20.7;true;23445;red;7;red;11
81;red;45.5;true;45.5;true;1234;red;23445;cold;10
82;hot;7;hot;0.55;blue;9;none;11;false;1234
83;medium;23445;safe;20.7;hot;1234;blue;45.5;medium;7
84;danger;9;blue;1234;cold;1234;cold;11;danger;1234
85;red;45.5;cold;23445;none;1234;red;20.7;blue;20.7
86;red;11;true;0.55;true;11;red;0.55;red;45.5
87;safe;20.7;medium;0.55;medium;45.5;blue;11;cold;9
88;danger;7;safe;9;cold;9;blue;7;false;20.7
89;medium;20.7;false;23;cold;11;false;9;none;23445
90;true;20.7;safe;0.55;true;1234;red;23445;red;11
91;red;45.5;danger;20.7;medium;9;false;7;safe;23445
92;false;45.5;true;10;none;1234;blue;7;medium;1234
93;medium;23445;medium;1234;cold;7;medium;0.55;red;11
94;safe;23;cold;0.55;none;7;danger;1234;medium;0.55
95;red;1234;hot;45.5;false;45.5;safe;10;red;1234
96;true;0.55;hot;20.7;blue;1234;safe;23445;safe;11
97;safe;10;medium;11;danger;9;medium;10;safe;20.7
98;danger;45.5;true;23;none;11;safe;23445;medium;11
99;safe;23;medium;1234;safe;20.7;cold;10;medium;11
100;danger;23445;false;23;safe;10;cold;1234;blue;9
101;false;11;hot;45.5;false;7;true;1234;none;1234
102;medium;20.7;blue;23445;red;23;cold;23;danger;0.55
103;medium;7;medium;10;safe;0.55;red;20.7;blue;0.55
104;blue;1234;blue;45.5;false;45.5;danger;1234;blue;45.5
105;cold;0.55;danger;20.7;true;1234;cold;9;true;45.5
106;danger;9;red;1234;danger;23;true;20.7;blue;7
107;none;11;danger;1234;none;0.55;blue;23;none;9
108;none;7;safe;20.7;danger;10;safe;23445;true;9
109;medium;10;red;20.7;cold;1234;red;23;hot;11
110;none;7;blue;9;cold;11;red;20.7;hot;0.55
111;medium;23;none;23;none;45.5;medium;7;cold;23445
112;medium;23;hot;23;danger;7;medium;11;true;23
113;red;11;danger;10;none;1234;red;11;blue;9
114;medium;23;none;45.5;red;9;none;0.55;false;1234
115;hot;0.55;safe;0.55;blue;45.5;blue;45.5;danger;11
116;red;10;red;0.55;medium;1234;medium;11;true;9
117;false;11;red;45.5;cold;23445;true;10;false;45.5
118;medium;11;true;45.5;blue;11;medium;1234;hot;0.55
119;cold;0.55;cold;10;false;7;red;9;cold;23445
120;red;10;danger;1234;none;7;safe;23445;hot;23445
121;safe;45.5;safe;9;medium;20.7;red;45.5;hot;23445
122;false;7;blue;0.55;cold;11;red;23445;blue;10
123;cold;45.5;false;23445;none;0.55;false;23;red;0.55
124;none;11;cold;23;medium;20.7;true;10;none;0.55
125;true;9;true;1234;cold;0.55;blue;0.55;none;9
126;danger;20.7;medium;7;true;23445;true;9;medium;23
127;hot;1234;blue;20.7;true;23;true;23;safe;11
128;danger;0.55;medium;10;danger;11;true;23445;red;7
129;danger;0.55;danger;1234;true;23445;medium;10;cold;1234
130;false;0.55;hot;23445;false;11;true;10;false;7
131;danger;10;danger;1234;blue;1234;none;45.5;none;20.7
132;safe;23;danger;9;safe;7;red;7;danger;1234
133;none;23;safe;23;cold;10;safe;20.7;cold;23
134;true;9;none;45.5;danger;23;true;20.7;danger;20.7
135;medium;7;red;10;none;10;blue;0.55;red;11
136;hot;1234;blue;1234;safe;20.7;false;10;false;23445
137;cold;7;danger;0.55;blue;10;false;7;danger;23445
138;false;23;red;1234;red;10;none;11;blue;11
139;true;0.55;red;11;none;10;medium;0.55;true;23
140;hot;9;true;20.7;hot;1234;medium;10;none;23445
141;cold;0.55;cold;23445;true;10;true;11;blue;10
142;red;45.5;true;45.5;hot;0.55;none;23445;none;23
143;false;20.7;red;23;hot;23;false;45.5;true;0.55
144;blue;11;cold;7;blue;23445;hot;20.7;hot;45.5
145;none;0.55;danger;23445;none;45.5;hot;9;true;20.7
146;none;9;hot;1234;none;23;cold;7;hot;45.5
147;blue;9;safe;0.55;medium;23;hot;0.55;danger;1234
148;none;7;cold;23445;true;0.55;medium;45.5;hot;7
149;red;11;blue;0.55;blue;23;none;23;hot;10
150;blue;1234;none;11;hot;20.7;blue;10;false;10
151;medium;7;blue;23445;true;23445;medium;7;false;7
152;safe;20.7;false;45.5;safe;23445;blue;1234;cold;23445
153;false;10;safe;23;false;1234;blue;20.7;red;45.5
154;hot;0.55;safe;7;true;1234;red;9;safe;45.5
155;blue;20.7;hot;45.5;safe;0.55;cold;10;medium;20.7
156;true;1234;hot;7;medium;10;medium;45.5;danger;45.5
157;blue;9;false;11;safe;20.7;danger;10;danger;45.5
158;hot;10;cold;9;false;11;blue;23;none;7
159;hot;23445;false;23445;none;9;medium;1234;true;45.5
160;cold;11;danger;23445;hot;23445;danger;1234;safe;23445
161;none;0.55;hot;23;medium;1234;safe;9;hot;20.7
162;true;10;danger;1234;safe;23445;danger;20.7;medium;1234
163;cold;20.7;true;10;false;11;cold;11;danger;1234
164;red;23;true;11;safe;7;false;0.55;danger;20.7
165;true;10;safe;1234;danger;20.7;cold;10;none;45.5
166;none;7;red;9;danger;45.5;blue;11;safe;20.7
167;red;20.7;true;23445;red;7;blue;23;medium;7
168;safe;0.55;true;23445;false;23445;true;45.5;danger;0.55
169;blue;9;hot;10;true;0.55;danger;45.5;cold;9
170;medium;10;medium;9;hot;1234;blue;23445;medium;23445
171;hot;7;true;0.55;medium;11;hot;20.7;danger;23445
172;red;1234;red;10;blue;20.7;cold;7;danger;10
173;true;1234;hot;23;cold;7;true;45.5;false;10
174;danger;0.55;safe;10;none;23;medium;1234;safe;11
175;red;9;none;23;blue;23;blue;7;medium;10
176;red;9;false;1234;safe;23445;none;11;red;0.55
177;none;23445;false;23445;blue;1234;danger;7;blue;45.5
178;none;10;red;10;safe;20.7;danger;11;safe;11
179;red;23445;danger;10;danger;20.7;hot;1234;red;23445
180;true;11;hot;23445;true;9;safe;1234;danger;7
181;hot;1234;red;0.55;true;11;red;23;safe;23445
182;false;9;blue;7;true;9;none;1234;red;10
183;safe;10;blue;45.5;medium;23445;true;45.5;none;20.7
184;false;1234;blue;45.5;danger;1234;danger;7;true;7
185;safe;23;false;9;none;7;blue;0.55;medium;9
186;safe;23;none;7;safe;20.7;red;23445;medium;23
187;blue;0.55;hot;20.7;blue;10;cold;23;red;23
188;cold;0.55;true;23445;blue;11;hot;45.5;safe;20.7
189;blue;23445;danger;20.7;false;23445;red;45.5;cold;20.7
190;red;11;red;1234;hot;11;none;9;safe;23
191;none;20.7;red;10;hot;23;cold;7;false;9
192;blue;9;red;7;red;1234;red;7;cold;9
193;hot;23445;false;7;hot;9;red;45.5;safe;11
194;safe;11;true;0.55;false;23445;cold;20.7;cold;9
195;safe;1234;cold;10;hot;10;red;10;blue;23
196;none;10;danger;45.5;false;1234;hot;9;false;20.7
197;medium;45.5;blue;0.55;cold;1234;hot;23;false;0.55
198;red;7;none;1234;safe;0.55;blue;1234;safe;11
199;hot;7;medium;20.7;blue;23;hot;11;none;23
200;none;11;blue;23445;medium;45.5;medium;10;safe;23445
201;red;23445;blue;45.5;none;11;hot;7;none;0.55
202;hot;23;none;45.5;safe;9;false;0.55;none;45.5
203;medium;23;blue;1234;cold;20.7;medium;0.55;medium;9
204;true;10;false;1234;medium;45.5;danger;20.7;cold;20.7
205;safe;45.5;none;9;hot;7;none;23445;cold;9
206;none;23;none;9;danger;23445;cold;1234;safe;45.5
207;danger;0.55;true;10;safe;23445;blue;7;true;7
208;hot;9;red;9;none;7;none;7;cold;10
209;false;7;safe;45.5;medium;1234;cold;9;medium;1234
210;danger;20.7;danger;0.55;blue;20.7;cold;7;false;7
211;cold;20.7;true;7;true;11;true;1234;red;10
212;red;1234;none;23445;medium;10;cold;0.55;blue;45.5
213;cold;20.7;danger;1234;medium;10;red;7;cold;7
214;medium;23;safe;9;blue;9;hot;7;safe;10
215;cold;11;danger;9;false;11;true;7;medium;0.55
216;cold;7;blue;20.7;blue;9;false;11;hot;0.55
217;false;0.55;hot;7;blue;45.5;hot;7;danger;9
218;safe;20.7;false;23;medium;7;red;11;danger;10
219;danger;10;safe;1234;false;11;none;11;true;0.55
220;hot;0.55;red;10;true;7;none;0.55;none;23445
221;danger;23;false;11;hot;45.5;blue;1234;danger;11
222;true;7;danger;1234;false;23;cold;1234;cold;23445
223;red;1234;danger;23;safe;7;red;9;hot;9
224;safe;10;true;0.55;blue;23;medium;1234;blue;45.5
225;true;23;none;20.7;medium;20.7;true;7;hot;10
226;false;9;safe;23445;none;23;none;10;none;11
227;medium;7;false;7;danger;1234;false;11;medium;1234
228;none;7;hot;7;none;23445;red;9;red;10
229;danger;20.7;medium;11;true;23;blue;7;danger;23445
230;none;7;medium;45.5;red;1234;medium;11;false;10
231;blue;9;danger;45.5;false;1234;blue;10;safe;45.5
232;medium;23445;none;0.55;red;10;danger;0.55;false;23445
233;hot;23;safe;0.55;true;11;true;0.55;medium;9
234;hot;11;danger;20.7;true;0.55;false;23;true;45.5
235;hot;23445;medium;20.7;true;11;false;23445;cold;23445
236;false;9;danger;7;blue;23;danger;20.7;safe;10
237;danger;45.5;safe;45.5;hot;7;blue;10;hot;45.5
238;medium;10;blue;11;safe;23445;safe;10;red;11
239;false;7;cold;7;red;11;hot;11;danger;7
240;cold;0.55;cold;45.5;danger;1234;medium;0.55;danger;1234
241;danger;11;hot;10;safe;0.55;safe;10;blue;10
242;medium;23445;hot;9;hot;20.7;true;9;medium;10
243;hot;45.5;none;9;false;9;blue;7;medium;10
244;red;45.5;safe;23445;false;9;none;7;red;7
245;danger;11;cold;23;medium;9;false;23445;medium;7
246;false;7;cold;45.5;false;23445;danger;20.7;none;45.5
247;blue;7;danger;10;none;10;medium;1234;none;23445
248;cold;45.5;red;11;safe;23445;safe;23;cold;10
249;safe;10;safe;7;hot;11;hot;1234;hot;45.5
250;blue;9;none;10;hot;7;hot;0.55;cold;0.55
251;cold;23445;false;9;false;11;danger;45.5;true;20.7
252;false;45.5;true;45.5;none;11;false;20.7;false;23445
253;cold;23445;true;10;safe;23;cold;0.55;red;7
254;danger;9;blue;20.7;red;23;blue;7;none;11
255;cold;11;none;7;red;1234;cold;10;red;7
256;safe;23;red;9;safe;23445;medium;45.5;none;7
257;blue;0.55;medium;20.7;false;7;hot;20.7;medium;7
258;false;45.5;medium;1234;danger;10;safe;10;true;11
259;true;20.7;red;45.5;blue;0.55;blue;0.55;danger;23
260;medium;7;safe;45.5;true;1234;medium;45.5;hot;10
261;danger;9;none;1234;safe;1234;false;10;hot;1234
262;hot;23;medium;0.55;true;1234;none;7;safe;10
263;false;1234;blue;23;medium;23;blue;45.5;red;11
264;blue;45.5;none;11;true;10;blue;11;red;7
265;red;9;medium;0.55;red;23;safe;7;none;10
266;false;1234;none;23445;hot;10;none;20.7;blue;9
267;true;23445;medium;7;safe;7;red;10;none;7
268;false;20.7;none;23;safe;45.5;none;23445;safe;45.5
269;hot;10;danger;9;medium;45.5;hot;23445;blue;0.55
270;false;23;false;11;red;23445;red;23;none;9
271;blue;11;blue;23445;true;1234;danger;9;false;10
272;safe;0.55;false;7;safe;23;medium;23;red;45.5
273;red;23445;none;0.55;false;45.5;danger;9;false;11
274;true;10;medium;0.55;false;23445;red;1234;medium;7
275;red;1234;false;45.5;blue;11;false;45.5;hot;45.5
276;true;23;true;45.5;none;7;true;10;hot;1234
277;cold;1234;false;23445;false;10;none;10;true;23
278;none;11;blue;1234;blue;11;none;20.7;danger;10
279;blue;23445;blue;11;medium;7;true;7;medium;9
280;true;9;none;1234;cold;0.55;none;9;safe;23
281;medium;7;blue;45.5;false;11;blue;1234;true;1234
282;safe;7;cold;10;danger;7;none;9;none;11
283;true;9;hot;23;cold;7;false;1234;cold;10
284;none;45.5;none;10;false;10;medium;20.7;false;23445
285;none;20.7;danger;45.5;hot;23445;none;0.55;blue;23
286;safe;0.55;danger;23;safe;23;danger;45.5;hot;1234
287;red;11;medium;9;danger;45.5;blue;1234;red;45.5
288;true;1234;red;7;hot;1234;false;10;medium;1234
289;medium;23445;hot;20.7;blue;20.7;cold;11;hot;45.5
290;false;11;cold;10;none;45.5;medium;0.55;true;10
291;medium;45.5;hot;9;blue;0.55;safe;1234;hot;20.7
292;true;23;safe;23;safe;7;danger;20.7;cold;11
293;medium;9;none;10;false;7;false;23445;medium;1234
294;danger;23;none;45.5;cold;23;none;9;medium;20.7
295;blue;9;none;23445;safe;45.5;hot;45.5;false;10
296;safe;9;red;9;none;11;blue;23445;cold;0.55
297;false;20.7;none;1234;safe;10;none;45.5;red;9
298;danger;9;medium;9;danger;23;none;0.55;true;7
299;safe;7;medium;1234;false;7;blue;10;true;23
300;safe;9;cold;9;danger;20.7;false;10;safe;10
301;danger;11;danger;1234;medium;45.5;false;20.7;safe;9
302;cold;23445;medium;7;red;0.55;none;11;hot;1234
303;true;23;hot;0.55;false;7;safe;45.5;red;11
304;false;0.55;medium;23;safe;45.5;false;10;medium;0.55
305;medium;1234;danger;23;none;20.7;medium;23445;medium;9
306;hot;7;medium;9;danger;23445;cold;20.7;medium;0.55
307;hot;23445;danger;10;none;11;danger;0.55;none;9
308;true;23445;blue;11;danger;7;danger;10;hot;23
309;cold;0.55;none;7;safe;20.7;hot;9;medium;0.55
310;safe;7;hot;20.7;false;23;none;1234;hot;20.7
311;hot;7;hot;0.55;blue;1234;safe;7;false;23
312;none;23445;none;7;danger;23;danger;7;medium;23
313;true;45.5;safe;11;none;23;cold;1234;safe;10
314;false;0.55;blue;11;danger;45.5;danger;1234;medium;9
315;hot;0.55;true;23;danger;9;blue;1234;cold;9
316;false;1234;medium;23445;true;10;safe;11;cold;11
317;safe;23;true;23445;none;10;false;10;true;7
318;red;9;cold;9;false;23;red;20.7;danger;23445
319;true;7;hot;1234;blue;9;true;20.7;danger;7
320;true;11;medium;1234;true;1234;red;45.5;safe;11
321;true;23;none;23;false;0.55;none;9;medium;11
322;red;9;danger;11;blue;11;red;20.7;false;7
323;false;7;cold;9;true;7;true;45.5;cold;45.5
324;red;23445;medium;20.7;true;45.5;cold;20.7;safe;0.55
325;red;45.5;none;11;false;10;blue;45.5;false;23445
326;medium;10;blue;0.55;true;10;true;23445;none;0.55
327;safe;1234;cold;45.5;safe;45.5;false;23;none;7
328;blue;23445;true;45.5;cold;23445;hot;23;medium;10
329;false;45.5;false;10;medium;7;danger;1234;danger;20.7
330;true;10;danger;45.5;medium;20.7;safe;7;red;45.5
331;true;45.5;false;11;red;20.7;none;23;false;0.55
332;none;9;safe;10;none;7;danger;1234;true;20.7
333;medium;1234;true;23445;cold;45.5;none;23445;false;9
334;safe;45.5;medium;1234;red;10;medium;45.5;safe;10
335;false;11;cold;1234;hot;9;medium;20.7;medium;9
336;safe;0.55;none;10;cold;7;true;0.55;hot;10
337;danger;0.55;true;23445;red;7;cold;45.5;cold;23
338;hot;9;blue;23;red;45.5;medium;10;false;1234
339;blue;23;medium;10;safe;23445;blue;20.7;red;20.7
340;medium;23445;medium;20.7;safe;45.5;safe;10;none;7
341;danger;10;red;23445;danger;23;safe;11;false;9
342;cold;11;true;10;hot;0.55;safe;23445;cold;20.7
343;hot;0.55;red;20.7;safe;0.55;safe;0.55;blue;23
344;medium;9;hot;45.5;danger;11;medium;1234;blue;0.55
345;false;0.55;false;23445;hot;9;hot;0.55;red;45.5
346;false;20.7;red;23445;medium;0.55;medium;11;blue;11
347;true;23445;none;23;false;11;cold;20.7;hot;45.5
348;red;10;danger;45.5;hot;23;false;7;true;1234
349;true;10;danger;11;false;1234;cold;23445;true;9
350;red;1234;danger;0.55;cold;20.7;false;23;false;23
351;red;1234;danger;11;false;9;safe;11;danger;23445
352;red;0.55;danger;23;cold;45.5;blue;45.5;red;9
353;red;45.5;safe;9;true;9;cold;45.5;blue;23
354;hot;10;red;7;hot;10;danger;9;red;7
355;safe;23445;cold;0.55;safe;45.5;red;23445;none;11
356;cold;10;danger;1234;safe;11;red;45.5;blue;10
357;medium;10;red;20.7;cold;0.55;safe;7;true;11
358;danger;11;safe;1234;none;0.55;hot;0.55;blue;10
359;true;23;medium;1234;red;45.5;medium;9;blue;11
360;cold;1234;safe;10;cold;10;false;11;danger;20.7
361;none;23445;red;1234;danger;11;false;7;blue;20.7
362;cold;9;hot;20.7;red;1234;blue;23;red;23
363;red;20.7;medium;23;safe;9;false;45.5;safe;11
364;false;9;danger;10;hot;11;danger;1234;safe;45.5
365;none;11;blue;20.7;none;23;false;23;red;20.7
366;red;10;true;1234;hot;23445;none;20.7;true;10
367;red;45.5;red;11;none;10;none;11;red;23445
368;cold;7;danger;11;medium;9;none;23;cold;1234
369;blue;1234;medium;11;false;9;medium;20.7;red;10
370;cold;7;red;10;false;7;medium;23;cold;9
371;cold;11;hot;9;safe;11;cold;1234;cold;45.5
372;red;7;red;11;cold;7;danger;7;none;10
373;false;11;false;20.7;blue;0.55;hot;23;true;45.5
374;cold;7;none;45.5;true;0.55;cold;9;blue;23445
375;safe;0.55;true;11;blue;10;true;0.55;danger;9
376;hot;1234;danger;23445;true;0.55;safe;23;safe;20.7
377;safe;20.7;safe;45.5;false;11;cold;45.5;blue;9
378;medium;7;blue;7;false;20.7;none;23;safe;7
379;red;23445;danger;20.7;hot;7;cold;9;medium;20.7
380;medium;0.55;medium;1234;cold;23;hot;45.5;true;9
381;safe;10;safe;23445;red;0.55;false;9;danger;0.55
382;none;0.55;none;1234;hot;0.55;false;10;danger;11
383;true;1234;hot;45.5;false;7;danger;9;none;23
384;safe;23445;red;23;false;9;medium;45.5;none;10
385;blue;10;false;10;medium;1234;safe;10;false;1234
386;false;0.55;red;45.5;cold;1234;safe;10;danger;0.55
387;medium;23;cold;9;medium;45.5;red;9;blue;20.7
388;hot;7;none;10;false;23;blue;0.55;true;1234
389;false;45.5;false;11;none;10;true;23;hot;9
390;true;10;cold;1234;safe;0.55;none;9;red;20.7
391;hot;23;none;1234;cold;0.55;red;45.5;cold;23445
392;none;1234;none;45.5;red;11;danger;9;false;23445
393;danger;7;none;23445;blue;1234;false;20.7;danger;1234
394;true;45.5;none;23445;blue;23445;medium;1234;true;1234
395;cold;0.55;safe;45.5;safe;20.7;red;0.55;true;7
396;none;20.7;none;7;medium;20.7;none;10;none;45.5
397;danger;10;none;11;true;20.7;danger;23;danger;10
398;hot;10;true;20.7;safe;45.5;danger;23;red;9
399;blue;10;red;10;false;7;hot;45.5;none;1234
400;hot;23;safe;0.55;red;45.5;cold;23;red;9
401;medium;23;hot;1234;blue;1234;true;10;danger;1234
402;danger;7;blue;45.5;none;45.5;safe;11;blue;20.7
403;safe;45.5;true;10;red;0.55;false;9;red;10
404;cold;0.55;red;0.55;red;7;cold;9;false;45.5
405;cold;23445;blue;7;safe;20.7;true;1234;danger;1234
406;red;23;safe;20.7;blue;9;true;7;blue;23445
407;medium;0.55;safe;10;cold;7;blue;20.7;blue;1234
408;red;7;red;45.5;medium;10;false;45.5;true;10
409;hot;20.7;safe;20.7;true;45.5;safe;0.55;danger;45.5
410;false;20.7;medium;20.7;danger;7;safe;0.55;true;10
411;safe;7;false;1234;blue;7;red;10;red;0.55
412;blue;23;true;1234;safe;23;blue;23;true;23445
413;red;23445;cold;1234;red;45.5;safe;10;safe;20.7
414;blue;11;blue;9;cold;7;false;20.7;true;11
415;red;11;hot;10;true;11;true;7;none;45.5
416;danger;0.55;none;23;blue;9;red;23;false;9
417;cold;10;cold;11;red;23445;medium;45.5;red;23445
418;true;0.55;none;23;cold;11;medium;20.7;cold;45.5
419;false;9;hot;9;red;7;cold;45.5;blue;10
420;blue;45.5;safe;10;blue;23445;danger;45.5;hot;45.5
421;true;9;true;11;true;23;medium;20.7;blue;9
422;red;9;medium;0.55;none;11;none;20.7;cold;11
423;true;10;none;23;false;1234;red;11;medium;9
424;false;45.5;safe;20.7;false;11;cold;20.7;danger;23445
425;medium;23;safe;23445;false;7;true;11;cold;23445
426;false;23445;false;23445;none;11;none;1234;safe;7
427;blue;23;medium;20.7;medium;10;red;23445;blue;23445
428;blue;23;none;23;danger;20.7;blue;1234;red;0.55
429;red;7;blue;23445;cold;0.55;hot;10;blue;0.55
430;hot;23;hot;23445;hot;1234;none;7;false;20.7
431;blue;7;medium;23445;safe;9;safe;9;hot;45.5
432;cold;10;safe;7;none;1234;red;20.7;hot;20.7
433;danger;9;blue;1234;cold;0.55;none;23;danger;9
434;cold;0.55;false;45.5;red;23445;red;0.55;true;23445
435;blue;7;blue;11;safe;23445;none;1234;safe;7
436;hot;9;blue;20.7;true;11;cold;23445;red;9
437;red;0.55;safe;0.55;false;45.5;none;9;medium;1234
438;true;1234;medium;20.7;medium;45.5;red;11;false;9
439;none;7;red;20.7;red;7;red;9;true;23
440;none;20.7;red;23445;danger;0.55;danger;7;blue;45.5
441;blue;23445;false;20.7;medium;23;cold;1234;red;45.5
442;none;23445;cold;23445;red;20.7;cold;20.7;false;23445
443;blue;11;red;23445;true;7;false;23445;danger;1234
444;none;11;false;45.5;red;45.5;hot;1234;red;7
445;cold;10;blue;45.5;cold;23445;blue;20.7;medium;7
446;none;10;cold;0.55;danger;7;false;10;danger;11
447;red;23445;red;20.7;cold;10;cold;1234;blue;23445
448;red;45.5;true;9;danger;0.55;blue;20.7;safe;20.7
449;danger;1234;cold;20.7;none;10;cold;45.5;hot;20.7
450;false;23445;none;20.7;false;23445;medium;20.7;medium;1234
451;none;20.7;danger;7;true;23;false;0.55;cold;1234
452;hot;23;red;20.7;safe;0.55;cold;23445;safe;10
453;true;23445;red;9;none;10;blue;20.7;red;23445
454;true;7;blue;23;false;1234;cold;0.55;medium;11
455;true;1234;true;11;danger;11;medium;9;safe;10
456;safe;9;safe;23;blue;10;red;23;true;11
457;none;45.5;medium;1234;red;23445;medium;0.55;red;23445
458;true;7;medium;23445;true;7;red;23445;safe;11
459;hot;11;danger;23;safe;23;none;23;danger;7
460;false;9;medium;23;blue;11;red;20.7;true;7
461;danger;23;cold;23445;cold;23;cold;20.7;cold;20.7
462;red;23;false;0.55;cold;11;safe;45.5;red;7
463;safe;9;true;10;none;23;none;45.5;danger;23
464;danger;45.5;false;45.5;true;20.7;false;45.5;danger;23445
465;true;23445;cold;9;hot;1234;medium;1234;danger;45.5
466;none;0.55;hot;9;cold;23;blue;20.7;safe;10
467;danger;20.7;safe;1234;false;1234;none;10;danger;11
468;safe;10;cold;0.55;none;7;red;11;medium;10
469;danger;11;danger;1234;none;20.7;cold;11;false;10
470;red;7;red;9;medium;10;hot;7;safe;10
471;hot;11;false;45.5;true;10;red;11;red;10
472;safe;7;danger;0.55;cold;1234;hot;23445;false;45.5
473;blue;45.5;medium;10;none;23;false;9;none;1234
474;true;9;none;10;blue;45.5;blue;9;danger;7
475;safe;11;none;7;blue;23445;red;20.7;red;9
476;true;1234;safe;23445;false;45.5;false;23;true;45.5
477;danger;0.55;cold;45.5;cold;1234;false;9;none;1234
478;hot;7;safe;45.5;safe;23;true;20.7;danger;1234
