AttributeName;AttributeType
NoID;ID
A0;string
A1;double
A2;string
A3;double
A4;string
A5;double
A6;string
A7;double
A8;string
A9;double

NoID;A0;A1;A2;A3;A4;A5;A6;A7;A8;A9
85;hot;0.55;safe;9;blue;20.7;cold;23;false;1234
86;red;45.5;red;11;medium;23;medium;23445;cold;0.55
87;red;1234;danger;7;medium;9;red;7;blue;45.5
88;hot;7;danger;23445;false;7;red;1234;medium;11
89;red;23445;false;0.55;safe;45.5;safe;7;cold;23
90;false;45.5;danger;45.5;true;11;cold;0.55;cold;1234
91;none;7;false;9;true;7;red;0.55;cold;20.7
92;danger;9;false;11;safe;9;medium;11;cold;7
93;none;0.55;danger;0.55;false;7;cold;0.55;safe;7
94;danger;1234;blue;1234;none;1234;cold;1234;cold;23445
95;false;45.5;false;20.7;blue;45.5;true;9;cold;1234
96;false;20.7;false;11;cold;0.55;cold;10;blue;23
97;cold;7;none;7;false;23;red;9;safe;45.5
98;hot;9;danger;23445;cold;0.55;true;20.7;true;0.55
99;cold;23445;red;20.7;danger;0.55;blue;7;cold;1234
100;blue;1234;danger;23;true;45.5;false;20.7;red;7
101;none;7;hot;23;cold;7;hot;7;hot;23445
102;none;20.7;none;7;cold;0.55;red;20.7;red;20.7
103;false;10;cold;1234;cold;23;cold;20.7;safe;20.7
104;cold;23445;false;45.5;safe;9;red;9;hot;11
105;hot;1234;cold;0.55;blue;7;none;11;medium;9
106;medium;11;true;11;danger;7;safe;7;danger;23445
107;blue;9;safe;11;none;9;none;9;false;10
108;danger;1234;red;23445;medium;11;false;1234;cold;9
109;safe;23445;red;11;false;1234;true;7;false;45.5
110;cold;9;safe;7;safe;9;hot;45.5;hot;1234
111;hot;7;true;9;cold;11;true;23445;true;10
112;safe;11;safe;23;safe;20.7;cold;10;none;0.55
113;blue;23;cold;9;false;11;false;23;red;45.5
114;safe;7;false;0.55;danger;0.55;safe;7;true;7
115;hot;0.55;red;23445;hot;9;red;11;medium;11
116;danger;7;medium;9;blue;20.7;none;7;false;23
117;true;11;blue;0.55;hot;23;blue;23445;medium;7
118;true;23445;hot;45.5;none;11;none;10;red;10
119;blue;7;safe;23;medium;23;red;1234;true;0.55
120;true;20.7;safe;11;hot;45.5;true;23;blue;9
121;safe;23445;safe;7;cold;20.7;blue;45.5;false;23445
122;hot;45.5;safe;20.7;blue;9;false;1234;hot;7
123;none;11;danger;10;false;7;blue;7;true;1234
124;blue;11;cold;11;medium;23;true;20.7;blue;0.55
125;cold;20.7;true;10;cold;20.7;red;7;medium;23445
126;true;1234;blue;7;medium;0.55;medium;7;medium;9
127;false;23445;hot;23;medium;1234;none;23;danger;0.55
128;hot;23445;true;20.7;red;0.55;safe;23445;none;11
129;blue;10;cold;10;danger;10;false;9;none;23
130;hot;23;danger;23445;true;9;safe;7;hot;45.5
131;true;11;red;0.55;hot;23445;none;45.5;cold;9
132;hot;23;true;23445;none;45.5;danger;20.7;red;0.55
133;none;23;danger;0.55;true;9;safe;23445;hot;20.7
134;red;20.7;medium;11;none;9;blue;9;true;9
135;danger;45.5;red;10;cold;20.7;true;23445;false;1234
136;danger;23445;red;10;true;20.7;hot;23;red;1234
137;cold;20.7;blue;0.55;cold;45.5;blue;0.55;true;0.55
138;true;9;false;1234;cold;10;true;23445;red;23445
139;blue;1234;false;9;true;7;red;10;false;11
140;cold;20.7;none;7;hot;11;false;9;none;1234
141;red;23;danger;0.55;red;45.5;danger;1234;blue;7
142;true;10;true;20.7;safe;9;cold;45.5;medium;20.7
143;medium;20.7;true;45.5;red;10;true;23;true;23
144;safe;0.55;red;11;medium;10;none;11;hot;10
145;none;0.55;danger;11;danger;10;true;45.5;red;20.7
146;cold;23445;cold;11;hot;23;none;20.7;hot;0.55
147;safe;45.5;medium;1234;none;1234;none;7;blue;23
148;safe;10;hot;23445;blue;20.7;hot;10;safe;1234
149;blue;0.55;red;1234;cold;9;red;7;none;45.5
150;cold;0.55;none;10;false;10;true;1234;blue;23
151;false;9;none;1234;true;23;true;9;false;23445
152;medium;23445;false;11;danger;9;safe;23445;hot;45.5
153;blue;7;safe;7;danger;1234;medium;1234;medium;11
154;safe;23445;medium;10;safe;11;true;45.5;hot;10
155;true;23;safe;9;safe;9;danger;1234;medium;23445
156;true;23445;danger;7;medium;7;true;20.7;red;9
157;cold;11;hot;0.55;true;7;true;0.55;cold;0.55
158;blue;9;true;20.7;hot;1234;red;45.5;red;23
159;false;23445;none;20.7;hot;1234;medium;1234;true;10
160;hot;9;true;45.5;cold;7;red;23;blue;20.7
161;danger;23445;danger;23445;true;7;false;0.55;blue;7
162;false;23445;blue;1234;medium;23;true;0.55;blue;11
163;true;1234;red;10;cold;10;medium;7;cold;7
164;danger;45.5;danger;23;false;23445;safe;11;hot;11
165;false;9;none;0.55;blue;20.7;false;11;danger;20.7
166;true;11;cold;9;hot;23;safe;23;danger;11
167;safe;23;blue;11;none;10;blue;7;danger;7
168;false;1234;none;0.55;none;23445;red;11;danger;7
169;safe;10;cold;11;false;20.7;blue;45.5;safe;20.7
170;false;23445;true;7;true;20.7;hot;23;cold;10
171;blue;1234;cold;7;safe;23445;medium;0.55;danger;45.5
172;none;23445;medium;11;false;23;blue;11;none;1234
173;blue;20.7;false;7;medium;23445;medium;10;blue;23445
174;cold;11;true;45.5;hot;20.7;blue;0.55;red;11
175;none;10;true;23;red;23;safe;9;true;7
176;medium;23445;safe;7;danger;1234;red;23;true;0.55
177;blue;23;hot;20.7;true;0.55;safe;23445;hot;0.55
178;true;23445;none;10;cold;45.5;danger;11;safe;45.5
179;safe;1234;blue;11;red;20.7;true;7;danger;1234
180;hot;0.55;false;23;hot;23;none;20.7;red;20.7
181;danger;45.5;false;10;cold;11;danger;1234;true;20.7
182;false;45.5;medium;7;safe;20.7;none;45.5;safe;0.55
183;false;11;false;23445;danger;20.7;red;20.7;blue;20.7
184;danger;20.7;cold;7;hot;10;medium;7;blue;11
185;red;0.55;blue;1234;danger;11;false;23445;medium;20.7
186;red;10;none;23445;none;20.7;true;45.5;false;20.7
187;blue;23;blue;23;true;23;red;7;red;20.7
188;safe;7;true;9;false;0.55;blue;23445;true;1234
189;danger;23445;hot;9;hot;23;red;7;blue;23445
190;hot;11;medium;10;none;7;medium;10;safe;10
191;medium;10;none;1234;medium;10;hot;1234;blue;20.7
192;blue;10;true;23445;true;10;blue;9;true;20.7
193;cold;23;safe;23445;red;45.5;cold;7;false;23445
194;cold;1234;true;20.7;blue;1234;blue;45.5;true;11
195;cold;0.55;blue;20.7;false;7;cold;11;none;23445
196;danger;0.55;safe;0.55;true;45.5;hot;11;none;20.7
197;medium;45.5;false;20.7;red;0.55;blue;10;none;45.5
198;none;23;true;0.55;blue;45.5;hot;1234;true;45.5
199;none;11;red;23445;red;10;danger;23445;cold;7
200;safe;45.5;none;0.55;medium;9;cold;9;red;20.7
201;blue;0.55;none;7;true;20.7;red;11;hot;11
202;cold;0.55;red;23445;none;7;blue;11;danger;23445
203;cold;0.55;cold;11;none;10;danger;9;red;11
204;false;9;true;7;blue;1234;blue;10;safe;10
205;blue;11;hot;9;danger;20.7;medium;0.55;red;11
206;hot;0.55;red;7;none;9;hot;20.7;red;23445
207;hot;23445;cold;45.5;safe;9;true;0.55;danger;9
208;none;0.55;safe;45.5;false;23445;medium;45.5;cold;45.5
209;safe;1234;blue;0.55;true;9;red;0.55;cold;45.5
210;cold;20.7;cold;45.5;danger;23;blue;0.55;safe;20.7
211;false;10;false;9;cold;7;hot;0.55;danger;23
212;medium;7;false;45.5;red;45.5;cold;9;safe;1234
213;none;23445;blue;0.55;none;10;true;45.5;hot;0.55
214;false;20.7;safe;9;true;20.7;safe;1234;danger;11
215;true;11;safe;45.5;danger;11;danger;0.55;safe;45.5
216;false;7;none;0.55;false;7;danger;0.55;blue;11
217;true;11;medium;0.55;false;23;danger;9;none;11
218;true;10;blue;45.5;true;45.5;medium;23;safe;10
219;false;20.7;cold;0.55;true;45.5;medium;7;danger;20.7
220;danger;10;false;20.7;true;9;safe;10;true;0.55
221;none;1234;medium;9;hot;10;false;23;danger;20.7
222;cold;23445;hot;23445;red;11;blue;7;danger;0.55
223;false;9;danger;7;hot;10;medium;7;medium;23445
224;true;1234;danger;23445;cold;7;hot;1234;danger;23445
225;false;7;danger;23445;danger;20.7;hot;23;true;7
226;hot;0.55;true;45.5;true;45.5;blue;23445;danger;9
227;red;20.7;false;23;none;11;safe;20.7;none;20.7
228;none;0.55;true;11;true;9;danger;9;danger;7
229;medium;23445;blue;20.7;none;20.7;true;0.55;false;7
230;true;9;blue;0.55;none;9;danger;0.55;hot;20.7
231;safe;0.55;danger;20.7;true;10;none;11;hot;20.7
232;red;20.7;red;10;true;23445;danger;23;cold;10
233;danger;23445;danger;1234;none;9;blue;0.55;none;23
234;medium;11;medium;7;false;23;danger;20.7;false;23
235;hot;9;cold;10;none;20.7;blue;10;none;1234
236;red;7;false;11;hot;45.5;cold;11;medium;0.55
237;safe;23445;safe;10;medium;20.7;cold;1234;false;20.7
238;true;45.5;cold;23445;true;11;true;23445;danger;11
239;none;23;false;23445;true;7;red;7;hot;45.5
240;cold;9;danger;10;cold;0.55;true;23445;danger;1234
241;medium;9;medium;1234;true;9;medium;7;blue;9
242;false;45.5;danger;23445;hot;7;medium;20.7;medium;11
243;safe;11;cold;0.55;false;23;false;11;none;20.7
244;cold;1234;danger;10;medium;20.7;safe;23;none;1234
245;true;11;true;20.7;safe;11;hot;9;true;23445
246;none;23;safe;20.7;blue;45.5;true;45.5;red;45.5
247;hot;7;false;1234;cold;10;true;10;safe;9
248;true;45.5;danger;10;cold;23445;medium;9;cold;1234
249;none;10;false;1234;none;0.55;red;1234;none;45.5
250;danger;23445;true;1234;true;45.5;danger;11;safe;9
251;danger;23445;red;7;true;9;cold;23445;medium;23445
252;cold;9;hot;11;true;45.5;medium;11;true;10
253;blue;1234;none;0.55;none;0.55;true;10;hot;23
254;danger;10;false;7;blue;0.55;cold;10;true;11
255;danger;0.55;hot;11;red;23;blue;20.7;red;9
256;cold;9;safe;7;blue;10;none;23;true;9
257;medium;1234;cold;7;blue;20.7;cold;9;red;23445
258;danger;9;red;20.7;cold;45.5;danger;11;false;7
259;none;10;danger;23;cold;11;none;11;cold;9
260;hot;0.55;none;1234;hot;45.5;blue;23445;danger;9
261;false;23445;safe;20.7;danger;23445;none;0.55;false;23445
262;false;45.5;red;0.55;false;7;false;10;red;0.55
263;safe;10;safe;23;blue;20.7;red;7;true;45.5
264;none;0.55;true;23;red;9;hot;0.55;true;7
265;safe;20.7;blue;23;none;10;danger;11;blue;23
266;none;23445;blue;11;false;45.5;hot;11;danger;1234
267;false;0.55;hot;23445;none;45.5;none;23445;blue;9
268;red;0.55;none;45.5;danger;11;medium;11;none;1234
269;blue;23;cold;7;cold;20.7;none;23;cold;10
270;true;0.55;hot;0.55;none;0.55;false;0.55;red;20.7
271;danger;9;medium;23445;true;23445;blue;1234;none;11
272;danger;23;hot;9;hot;1234;cold;11;cold;23
273;hot;23445;cold;0.55;red;9;danger;9;medium;20.7
274;hot;0.55;cold;0.55;none;10;red;10;danger;23
275;red;23445;blue;1234;red;9;danger;9;cold;45.5
276;red;0.55;true;20.7;red;0.55;cold;11;true;11
277;false;20.7;none;11;danger;1234;hot;7;hot;1234
278;false;20.7;none;1234;safe;0.55;true;23445;none;23
279;none;10;safe;1234;blue;23445;hot;1234;blue;20.7
280;cold;7;red;1234;danger;23445;true;10;blue;23
281;red;10;blue;10;true;23;false;0.55;hot;7
282;safe;9;hot;9;medium;45.5;red;20.7;true;23445
283;red;45.5;safe;7;none;0.55;safe;45.5;medium;23445
284;cold;20.7;red;7;hot;0.55;red;7;hot;45.5
285;false;23;true;10;medium;0.55;true;9;medium;23445
286;false;10;hot;45.5;danger;10;red;23;true;0.55
287;red;23;blue;1234;hot;23445;blue;11;hot;9
288;danger;10;blue;23;danger;0.55;medium;0.55;danger;23445
289;blue;7;cold;10;blue;0.55;true;9;red;20.7
290;false;45.5;danger;11;none;11;none;7;blue;0.55
291;danger;1234;false;7;none;23;none;11;medium;11
292;none;7;danger;23;true;20.7;medium;9;false;23445
293;safe;1234;false;9;medium;45.5;cold;9;false;23
294;safe;23445;cold;11;none;23;true;23;red;11
295;cold;7;false;23;none;9;true;7;blue;20.7
296;none;0.55;cold;9;none;0.55;true;7;hot;23
297;false;9;true;1234;true;10;none;20.7;blue;20.7
298;false;10;danger;1234;blue;45.5;false;0.55;medium;23445
299;red;20.7;none;23;medium;23;red;23445;medium;1234
300;medium;11;blue;11;cold;10;red;1234;hot;10
301;cold;0.55;red;9;false;9;medium;9;safe;11
302;true;10;red;7;red;45.5;blue;23;medium;7
303;safe;23;false;45.5;red;23445;red;0.55;hot;0.55
304;medium;20.7;cold;11;medium;23445;red;1234;false;1234
305;hot;23;none;1234;none;1234;red;11;danger;20.7
306;true;23;blue;23445;none;7;false;11;blue;0.55
307;safe;20.7;hot;9;hot;7;red;10;hot;1234
308;false;0.55;none;7;blue;11;red;11;hot;0.55
309;danger;23445;red;0.55;medium;23;false;23445;blue;1234
310;hot;7;none;23445;true;1234;false;7;blue;1234
311;safe;23;danger;10;none;20.7;blue;20.7;medium;0.55
312;none;1234;danger;1234;safe;20.7;hot;7;safe;45.5
313;cold;20.7;none;23;medium;45.5;hot;45.5;blue;0.55
314;false;23;blue;7;false;1234;none;45.5;blue;1234
315;safe;10;cold;45.5;false;9;safe;10;danger;10
316;none;9;red;23445;none;23;true;20.7;true;0.55
317;hot;7;none;45.5;blue;45.5;danger;0.55;medium;23
318;medium;11;none;10;none;10;blue;23445;safe;11
319;false;1234;danger;7;false;11;cold;7;red;20.7
320;false;7;cold;9;safe;0.55;true;23445;cold;1234
321;hot;23;false;11;none;23;safe;0.55;red;11
322;medium;1234;safe;45.5;hot;9;hot;20.7;safe;0.55
323;blue;9;false;45.5;hot;7;cold;20.7;red;11
324;hot;11;medium;10;red;0.55;safe;23445;safe;7
325;blue;23;hot;9;safe;20.7;hot;20.7;none;23445
326;blue;7;medium;23445;safe;1234;blue;23;true;20.7
327;danger;23;cold;20.7;false;45.5;none;45.5;true;45.5
328;medium;23445;hot;11;hot;0.55;red;10;safe;23
329;none;45.5;red;23;hot;20.7;blue;9;medium;0.55
330;true;7;safe;45.5;medium;1234;true;23445;safe;11
331;hot;9;medium;11;cold;1234;true;23;medium;20.7
332;none;9;hot;23;true;20.7;cold;23;true;7
333;safe;1234;safe;20.7;cold;9;none;11;hot;0.55
334;danger;0.55;hot;23;blue;45.5;hot;9;medium;23445
335;false;23;cold;11;safe;45.5;cold;7;none;23445
336;blue;9;hot;10;red;0.55;true;10;safe;11
337;hot;0.55;true;10;blue;45.5;false;23;blue;1234
338;medium;11;red;1234;red;9;hot;45.5;danger;0.55
339;medium;20.7;red;10;cold;23445;blue;23;false;7
340;danger;45.5;red;20.7;true;45.5;red;23445;blue;10
341;danger;0.55;medium;23445;safe;20.7;blue;0.55;red;7
342;false;7;none;11;danger;9;none;11;false;20.7
343;danger;45.5;false;10;hot;20.7;true;20.7;blue;23
344;medium;45.5;false;23;safe;9;red;23;hot;20.7
345;none;0.55;none;0.55;medium;20.7;medium;20.7;medium;9
346;danger;1234;hot;10;cold;1234;danger;1234;cold;45.5
347;red;7;false;45.5;blue;1234;cold;7;medium;1234
348;hot;10;safe;1234;medium;1234;hot;23;safe;11
349;medium;1234;hot;9;medium;9;medium;1234;safe;9
350;cold;7;safe;10;medium;9;blue;1234;cold;10
351;hot;23;safe;23;blue;9;medium;20.7;danger;9
352;true;20.7;hot;7;false;9;danger;23;hot;7
353;medium;7;red;0.55;danger;45.5;none;20.7;safe;23445
354;red;11;false;20.7;blue;7;cold;45.5;medium;1234
355;none;20.7;safe;9;red;10;hot;23;safe;11
356;false;0.55;danger;20.7;none;23445;red;1234;cold;1234
357;blue;10;danger;23;true;1234;blue;7;blue;10
358;danger;11;danger;9;true;9;hot;10;none;23445
359;safe;9;none;11;blue;20.7;false;9;medium;45.5
360;blue;10;danger;0.55;hot;20.7;blue;20.7;cold;11
361;false;7;red;45.5;blue;7;red;10;medium;20.7
362;medium;20.7;safe;10;cold;1234;false;20.7;cold;0.55
363;danger;45.5;safe;20.7;hot;1234;false;1234;hot;23445
364;hot;11;hot;0.55;hot;10;true;23;blue;7
365;red;7;hot;11;red;20.7;cold;11;medium;23445
366;safe;20.7;danger;9;none;9;safe;10;medium;1234
367;cold;0.55;none;11;blue;0.55;cold;23;danger;7
368;none;20.7;medium;20.7;medium;23;medium;45.5;none;1234
369;true;20.7;hot;45.5;red;0.55;true;1234;true;10
370;safe;9;safe;9;danger;23445;hot;23;false;23
371;false;20.7;blue;0.55;blue;0.55;true;11;none;10
372;safe;9;none;1234;hot;9;danger;23445;safe;23
373;true;23;false;20.7;true;1234;cold;7;safe;45.5
374;danger;45.5;danger;45.5;none;23;blue;45.5;safe;23445
375;cold;7;none;20.7;danger;45.5;medium;23445;false;0.55
376;danger;23445;hot;7;medium;20.7;true;45.5;hot;10
377;hot;1234;red;9;danger;7;none;23;safe;9
378;none;45.5;red;9;none;7;true;23;blue;0.55
379;red;20.7;cold;7;red;11;cold;11;blue;0.55
380;safe;23;none;11;blue;23;true;20.7;blue;7
381;blue;11;true;23445;danger;11;cold;1234;blue;11
382;none;11;medium;10;cold;7;red;20.7;danger;23
383;red;7;medium;10;true;20.7;red;0.55;false;20.7
384;none;45.5;medium;7;hot;1234;red;1234;none;1234
385;red;9;cold;7;true;23445;true;45.5;cold;23
386;red;10;medium;11;red;11;hot;45.5;hot;45.5
387;blue;23;cold;10;blue;9;none;20.7;danger;20.7
388;safe;23445;hot;45.5;true;9;medium;1234;medium;10
389;medium;23;hot;23445;true;11;hot;23445;red;0.55
390;red;23445;cold;1234;blue;7;false;20.7;red;23445
391;blue;20.7;blue;23445;blue;45.5;blue;20.7;safe;9
392;red;0.55;none;45.5;false;0.55;cold;11;hot;7
393;blue;9;danger;1234;safe;0.55;true;23445;red;0.55
394;blue;0.55;danger;0.55;true;10;danger;11;medium;0.55
395;blue;0.55;cold;23;red;9;cold;9;none;45.5
396;cold;7;danger;7;false;9;danger;0.55;blue;11
397;safe;45.5;blue;10;red;23;danger;20.7;none;23
398;true;7;blue;23;false;11;cold;7;true;23445
399;none;7;cold;1234;medium;1234;red;45.5;medium;10
400;cold;45.5;danger;23;danger;1234;true;11;red;1234
401;red;23445;none;7;red;0.55;false;7;medium;7
402;safe;7;cold;1234;medium;10;cold;45.5;medium;7
403;medium;23;cold;23;false;0.55;danger;0.55;hot;0.55
404;red;23445;false;11;medium;0.55;cold;23445;true;11
405;hot;11;danger;10;danger;20.7;blue;11;hot;10
406;medium;23;red;1234;safe;7;safe;20.7;false;45.5
407;medium;23;medium;45.5;danger;9;safe;10;cold;11
408;blue;1234;true;10;true;20.7;none;23;cold;9
409;danger;11;false;45.5;red;20.7;cold;20.7;cold;10
410;true;11;danger;23445;safe;1234;cold;45.5;danger;20.7
411;safe;11;danger;1234;false;7;red;10;none;9
412;cold;0.55;cold;20.7;none;45.5;true;23445;none;11
413;danger;1234;cold;20.7;red;45.5;blue;0.55;red;23
414;safe;1234;danger;0.55;danger;9;blue;11;safe;0.55
415;red;1234;cold;20.7;hot;23;medium;0.55;safe;23445
416;red;1234;true;23;blue;23445;danger;11;blue;10
417;none;45.5;true;11;safe;10;medium;20.7;danger;45.5
418;false;9;true;45.5;red;0.55;hot;10;blue;45.5
419;medium;7;cold;1234;true;7;true;23445;true;23445
420;cold;45.5;medium;1234;true;1234;none;23;false;20.7
421;true;11;false;23445;red;7;safe;20.7;hot;45.5
422;red;0.55;medium;7;safe;10;blue;0.55;red;23
423;true;45.5;hot;1234;hot;11;medium;9;cold;45.5
424;cold;20.7;red;9;medium;7;blue;10;false;45.5
425;cold;10;medium;10;safe;11;true;23445;medium;23
426;medium;0.55;safe;0.55;red;11;true;45.5;blue;45.5
427;none;10;safe;20.7;cold;23;blue;9;blue;11
428;red;45.5;blue;45.5;safe;10;false;45.5;true;11
429;none;7;cold;10;medium;7;blue;23445;safe;1234
430;safe;20.7;true;11;none;10;red;45.5;true;0.55
431;danger;7;safe;10;medium;23445;cold;10;blue;1234
432;true;10;blue;0.55;safe;11;medium;11;cold;1234
433;medium;20.7;red;1234;safe;45.5;danger;23445;red;45.5
434;hot;9;false;23445;cold;7;false;10;safe;1234
435;danger;20.7;cold;10;danger;0.55;blue;10;true;0.55
436;false;23445;blue;0.55;danger;9;red;7;true;7
437;medium;23445;danger;1234;blue;11;false;10;hot;23445
438;safe;0.55;hot;0.55;false;23;medium;0.55;blue;23
439;hot;11;true;11;danger;1234;danger;45.5;true;11
440;cold;20.7;medium;11;true;20.7;hot;0.55;medium;1234
441;false;23;none;7;none;7;medium;23;true;0.55
442;red;1234;safe;45.5;false;45.5;cold;20.7;cold;23445
443;hot;0.55;false;45.5;blue;7;danger;23445;medium;11
444;medium;9;none;20.7;blue;9;hot;20.7;medium;10
445;cold;23;hot;45.5;medium;20.7;none;0.55;medium;1234
446;cold;20.7;false;1234;hot;20.7;red;7;false;9
447;none;23445;hot;7;blue;20.7;none;0.55;cold;45.5
448;red;9;blue;45.5;cold;1234;danger;10;hot;45.5
449;true;45.5;red;23;safe;9;false;20.7;safe;0.55
450;false;10;true;45.5;none;23445;true;0.55;blue;7
451;cold;45.5;true;23;false;0.55;none;7;blue;20.7
452;blue;7;cold;23;safe;23;false;45.5;danger;20.7
453;safe;20.7;none;7;safe;9;cold;45.5;red;0.55
454;blue;20.7;false;23445;cold;20.7;medium;23;false;10
455;none;0.55;none;0.55;true;7;hot;20.7;hot;1234
456;danger;9;red;10;red;20.7;false;23;blue;11
457;hot;1234;safe;9;true;9;medium;23;hot;23
458;cold;23445;true;23445;safe;45.5;hot;9;safe;1234
459;hot;23445;red;11;true;11;medium;9;safe;0.55
460;safe;23;safe;23445;safe;23;none;23445;blue;7
461;hot;45.5;blue;23445;red;7;medium;20.7;blue;20.7
462;blue;45.5;medium;9;true;11;hot;45.5;danger;23
463;blue;9;false;0.55;danger;9;danger;23445;hot;10
464;safe;1234;hot;45.5;red;45.5;none;9;medium;0.55
465;none;23;red;9;true;11;safe;7;blue;0.55
466;none;7;false;11;blue;1234;none;20.7;hot;23445
467;true;23445;cold;9;danger;23;none;45.5;hot;10
468;hot;11;hot;20.7;none;11;true;0.55;true;9
469;red;10;medium;1234;danger;0.55;cold;7;red;1234
470;safe;45.5;false;9;hot;0.55;cold;23;none;45.5
471;medium;11;hot;1234;hot;10;none;23;danger;23
472;medium;7;medium;9;red;23;hot;1234;medium;45.5
