AttributeName;AttributeType
NoID;ID
A0;string
A1;double
A2;string
A3;double
A4;string
A5;double
A6;string
A7;double
A8;string
A9;double

NoID;A0;A1;A2;A3;A4;A5;A6;A7;A8;A9
34;medium;0.55;none;23445;blue;1234;true;23445;true;9
35;safe;1234;safe;9;red;23445;hot;7;blue;11
36;cold;9;none;10;red;45.5;hot;9;true;9
37;medium;1234;cold;7;medium;23445;none;9;cold;45.5
38;cold;9;cold;11;false;20.7;danger;7;medium;7
39;none;7;blue;0.55;danger;23445;red;11;none;23
40;safe;7;true;7;red;20.7;red;1234;none;20.7
41;none;11;blue;1234;cold;0.55;true;7;medium;11
42;red;45.5;cold;9;blue;10;cold;7;danger;9
43;danger;7;none;23;red;20.7;red;45.5;blue;0.55
44;safe;23445;false;20.7;danger;9;none;1234;false;0.55
45;true;11;none;20.7;blue;45.5;safe;20.7;medium;20.7
46;hot;7;false;1234;red;11;danger;45.5;true;11
47;safe;23;danger;9;safe;45.5;hot;10;red;20.7
48;medium;11;blue;10;false;20.7;none;7;medium;9
49;true;45.5;hot;1234;true;23;true;7;safe;45.5
50;red;45.5;none;23;red;45.5;danger;10;safe;45.5
51;cold;20.7;danger;20.7;red;23;false;23445;safe;20.7
52;none;7;true;45.5;medium;0.55;false;0.55;medium;45.5
53;medium;23445;cold;23;hot;20.7;red;10;danger;0.55
54;danger;20.7;false;23;none;11;false;45.5;true;7
55;danger;9;safe;0.55;hot;23;true;9;medium;23
56;blue;9;red;11;blue;0.55;danger;23445;cold;1234
57;cold;9;none;1234;blue;45.5;safe;45.5;hot;23
58;cold;7;medium;23;blue;23445;true;20.7;hot;10
59;hot;11;medium;11;medium;45.5;blue;20.7;red;11
60;blue;20.7;none;0.55;safe;45.5;true;1234;false;45.5
61;hot;20.7;safe;1234;cold;7;cold;23445;cold;23
62;safe;23;false;7;danger;10;cold;11;medium;45.5
63;cold;23;true;23445;safe;23445;safe;7;medium;9
64;safe;20.7;hot;1234;red;9;cold;10;safe;0.55
65;hot;9;safe;7;medium;10;none;23;hot;10
66;blue;23445;none;0.55;danger;23445;cold;7;danger;10
67;red;10;true;23;medium;1234;danger;11;red;23
68;true;45.5;safe;11;none;23;hot;7;true;23445
69;true;20.7;red;1234;medium;45.5;red;23;true;23
70;false;1234;false;9;blue;20.7;false;7;false;9
71;danger;0.55;cold;23;none;45.5;safe;0.55;red;1234
72;safe;23;red;9;danger;10;hot;11;medium;1234
73;red;45.5;red;10;hot;1234;danger;11;hot;23445
74;blue;45.5;true;11;danger;11;danger;11;hot;11
75;false;0.55;true;11;false;11;medium;1234;hot;1234
76;danger;23445;medium;7;false;10;danger;20.7;medium;23
77;safe;7;danger;7;true;1234;true;23;danger;10
78;cold;1234;red;11;medium;1234;medium;23445;danger;9
79;blue;45.5;true;0.55;hot;11;none;10;cold;20.7
80;medium;0.55;medium;0.55;hot;0.55;danger;23;none;10
81;none;23;false;23445;danger;1234;false;10;true;20.7
82;none;23445;blue;23445;cold;45.5;medium;23;medium;9
83;danger;11;medium;9;none;45.5;red;7;true;23
84;blue;7;none;7;false;0.55;danger;9;blue;23445
85;false;10;blue;20.7;medium;23;red;45.5;red;45.5
86;red;45.5;safe;9;blue;0.55;true;23445;hot;10
87;true;1234;danger;1234;medium;11;blue;10;hot;7
88;none;23445;false;0.55;cold;11;hot;23445;cold;1234
89;hot;9;false;0.55;true;23;false;1234;danger;10
90;danger;7;hot;7;medium;11;danger;45.5;red;10
91;medium;23;danger;20.7;true;23445;cold;23;danger;20.7
92;cold;23445;red;9;safe;23445;red;11;medium;20.7
93;danger;7;danger;9;red;23;cold;20.7;blue;23
94;true;23;danger;1234;medium;20.7;cold;23;red;11
95;medium;11;red;45.5;false;9;danger;10;true;45.5
96;false;10;true;9;safe;11;false;9;red;20.7
97;hot;20.7;true;9;danger;45.5;hot;23;danger;11
98;hot;7;cold;9;hot;23445;true;0.55;safe;23445
99;cold;1234;cold;10;red;23;true;7;safe;23
100;safe;20.7;false;23;hot;1234;true;45.5;danger;10
101;danger;0.55;safe;7;false;1234;none;0.55;hot;23
102;false;45.5;blue;20.7;true;20.7;safe;45.5;false;9
103;true;10;none;0.55;true;45.5;safe;23445;blue;1234
104;true;20.7;medium;7;safe;23;danger;23445;medium;7
105;red;23445;cold;20.7;false;45.5;hot;1234;blue;23445
106;red;9;medium;23445;cold;23;none;10;blue;23
107;none;7;safe;7;medium;20.7;none;1234;hot;0.55
108;red;1234;safe;11;none;9;medium;7;false;1234
109;blue;0.55;safe;10;red;0.55;danger;0.55;hot;23445
110;danger;1234;none;7;safe;10;danger;23445;red;1234
111;red;23;none;11;medium;45.5;danger;10;medium;11
112;none;9;false;11;danger;20.7;none;23;red;10
113;danger;45.5;blue;23445;safe;23;cold;1234;cold;11
114;hot;23445;red;45.5;medium;1234;medium;7;cold;7
115;red;23445;cold;7;cold;11;cold;23445;true;9
116;cold;45.5;true;7;false;23;hot;1234;hot;10
117;true;11;true;11;true;0.55;none;23;red;20.7
118;red;7;true;9;cold;45.5;false;9;cold;10
119;none;0.55;none;10;danger;45.5;blue;20.7;true;10
120;none;20.7;none;20.7;safe;9;red;45.5;false;10
121;hot;1234;false;20.7;hot;23445;danger;20.7;none;9
122;safe;9;none;0.55;none;10;red;7;cold;11
123;safe;1234;none;23;red;0.55;medium;20.7;cold;23
124;false;7;false;23445;true;23;none;23445;cold;0.55
125;medium;11;false;20.7;hot;7;red;23;false;45.5
126;none;11;safe;20.7;true;23445;danger;0.55;blue;23445
127;hot;45.5;danger;45.5;hot;45.5;false;23;cold;23
128;hot;20.7;red;7;danger;45.5;cold;7;false;45.5
129;true;45.5;red;45.5;true;1234;cold;10;danger;45.5
130;red;11;none;0.55;safe;10;none;45.5;true;7
131;red;0.55;safe;11;danger;7;cold;1234;true;9
132;medium;7;danger;10;medium;23445;cold;10;medium;10
133;red;9;none;1234;true;0.55;false;23445;danger;23445
134;danger;10;red;23;blue;9;false;11;safe;7
135;red;23445;hot;0.55;false;45.5;none;23445;false;10
136;danger;0.55;safe;1234;cold;20.7;false;23;false;0.55
137;none;7;safe;23;blue;45.5;red;20.7;cold;10
138;false;20.7;danger;0.55;false;7;red;1234;medium;7
139;danger;7;false;45.5;danger;9;false;1234;true;0.55
140;red;23445;blue;20.7;cold;45.5;danger;20.7;safe;1234
141;none;23445;danger;7;false;20.7;none;10;blue;10
142;danger;23;red;0.55;blue;20.7;false;45.5;hot;45.5
143;true;23;true;11;true;1234;safe;7;medium;10
144;cold;45.5;false;7;safe;20.7;cold;7;blue;23
145;false;45.5;red;23445;blue;20.7;true;7;hot;11
146;blue;0.55;none;1234;hot;23445;hot;10;blue;7
147;medium;0.55;red;1234;blue;45.5;red;45.5;medium;45.5
148;none;1234;hot;10;danger;7;cold;11;medium;0.55
149;hot;1234;cold;10;blue;7;safe;20.7;hot;23
150;blue;9;blue;23;blue;23;blue;20.7;none;23
151;false;23;hot;11;hot;7;cold;10;hot;7
152;none;23;medium;9;cold;23445;true;20.7;cold;23
153;safe;10;red;9;medium;20.7;medium;9;false;7
154;red;23;none;23445;medium;20.7;blue;1234;safe;7
155;hot;9;red;9;medium;45.5;blue;11;false;9
156;medium;1234;red;11;blue;0.55;false;23445;cold;23
157;safe;23;medium;10;blue;23445;hot;11;hot;9
158;cold;20.7;false;1234;cold;45.5;blue;9;none;11
159;medium;23;cold;23;danger;10;red;23;safe;7
160;red;10;true;7;safe;0.55;blue;23;cold;23
161;danger;7;danger;20.7;danger;1234;none;7;true;10
162;none;7;hot;9;danger;9;blue;45.5;safe;11
163;safe;0.55;danger;23445;danger;1234;cold;45.5;none;23445
164;hot;45.5;red;23;none;9;cold;11;false;11
165;hot;0.55;false;45.5;true;7;cold;0.55;true;20.7
166;none;10;hot;11;none;0.55;false;23445;false;1234
167;none;1234;blue;23;blue;45.5;danger;45.5;red;23445
168;true;23445;none;10;safe;45.5;safe;0.55;true;20.7
169;blue;9;hot;11;true;20.7;danger;20.7;hot;23
170;danger;11;medium;1234;danger;45.5;false;1234;medium;23445
171;blue;20.7;cold;7;none;20.7;blue;20.7;cold;11
172;medium;20.7;false;10;false;23;false;20.7;true;23
173;false;11;false;7;true;23445;cold;1234;safe;11
174;safe;10;blue;9;blue;7;false;23;false;11
175;safe;45.5;hot;10;medium;23445;red;1234;none;7
176;blue;11;false;23;true;20.7;medium;1234;red;45.5
177;hot;9;none;20.7;none;23445;cold;45.5;false;0.55
178;false;10;safe;11;none;23445;none;23445;safe;23
179;blue;20.7;true;9;false;23445;medium;23;true;23445
180;false;7;medium;45.5;none;23;safe;7;safe;9
181;hot;9;red;9;red;0.55;danger;1234;true;45.5
182;safe;9;true;23;hot;10;none;7;danger;23445
183;blue;23445;red;10;cold;20.7;medium;23;safe;23
184;blue;11;medium;1234;false;9;safe;10;safe;1234
185;cold;1234;blue;7;cold;9;danger;9;cold;45.5
186;cold;7;true;45.5;red;11;cold;23445;safe;0.55
187;none;9;red;11;red;23;true;9;cold;23
188;blue;1234;true;20.7;danger;23445;true;1234;danger;7
189;red;1234;danger;10;medium;45.5;blue;7;blue;10
190;false;1234;danger;20.7;hot;10;medium;9;blue;1234
191;cold;23;medium;10;red;0.55;hot;9;safe;23
192;none;0.55;safe;9;danger;11;danger;0.55;cold;0.55
193;true;1234;medium;7;true;7;red;1234;false;9
194;hot;7;safe;20.7;false;45.5;medium;7;hot;0.55
195;hot;20.7;blue;0.55;true;1234;true;10;danger;1234
196;true;23;hot;20.7;blue;1234;blue;23;false;45.5
197;none;11;blue;20.7;none;20.7;true;23;hot;23445
198;hot;1234;none;0.55;red;1234;hot;11;true;10
199;red;1234;red;23445;hot;7;none;23445;danger;23445
200;red;7;false;11;safe;45.5;true;10;true;23445
201;red;11;hot;0.55;blue;1234;red;1234;safe;10
202;false;1234;cold;9;safe;7;safe;23445;blue;1234
203;false;20.7;safe;23445;none;20.7;hot;7;true;0.55
204;hot;45.5;cold;10;red;20.7;safe;23;true;11
205;none;11;cold;10;cold;0.55;blue;10;hot;10
206;red;11;cold;11;safe;10;hot;11;none;11
207;blue;9;cold;0.55;blue;23;red;1234;medium;45.5
208;danger;0.55;medium;23;false;7;true;10;cold;20.7
209;none;10;blue;20.7;safe;20.7;danger;23;safe;7
210;hot;45.5;safe;10;safe;7;danger;10;none;7
211;true;45.5;cold;1234;danger;11;red;1234;danger;45.5
212;safe;23445;medium;1234;none;10;red;11;medium;20.7
213;safe;11;medium;10;cold;23;red;1234;cold;23445
214;true;23445;none;23;none;0.55;false;1234;danger;7
215;cold;23;false;0.55;danger;0.55;safe;11;true;45.5
216;true;11;red;0.55;safe;23445;true;9;none;9
217;cold;23;true;20.7;danger;23445;none;45.5;none;7
218;none;7;true;10;danger;0.55;blue;1234;medium;11
219;blue;23;safe;9;safe;20.7;danger;7;none;7
220;hot;1234;danger;9;cold;20.7;medium;1234;false;45.5
221;true;1234;hot;23445;danger;1234;red;23445;hot;20.7
222;none;45.5;danger;11;danger;0.55;true;23445;danger;45.5
223;hot;1234;true;7;cold;20.7;true;10;safe;9
224;danger;11;cold;10;medium;10;cold;7;red;23
225;red;20.7;blue;23;cold;9;danger;9;hot;1234
226;true;23;true;1234;blue;11;blue;23445;true;45.5
227;safe;23445;false;7;blue;1234;safe;45.5;blue;7
228;medium;10;none;10;hot;9;hot;1234;hot;45.5
229;none;7;none;7;none;7;red;20.7;red;20.7
230;red;45.5;blue;23;danger;23445;medium;23445;danger;9
231;false;45.5;cold;9;blue;10;medium;10;hot;20.7
232;none;11;cold;0.55;true;11;danger;0.55;medium;10
233;blue;23445;red;1234;true;10;false;20.7;hot;9
234;none;0.55;blue;10;cold;11;true;0.55;cold;23
235;false;20.7;safe;23445;hot;10;hot;9;red;11
236;danger;1234;red;23;safe;23445;medium;23445;medium;23445
237;false;10;none;23;false;23;false;1234;none;23
238;blue;23;hot;9;red;23;blue;45.5;danger;23
239;hot;7;red;23445;true;23;none;0.55;true;23
240;red;9;hot;7;cold;11;danger;45.5;hot;1234
241;safe;20.7;true;45.5;false;20.7;danger;45.5;red;9
242;blue;20.7;red;7;medium;23445;red;23445;true;23
243;medium;9;cold;1234;cold;7;danger;23;cold;23
244;red;20.7;blue;45.5;true;9;hot;9;red;1234
245;false;23;false;45.5;medium;23;hot;45.5;cold;23
246;red;20.7;blue;45.5;false;11;safe;9;cold;23
247;hot;7;safe;10;safe;1234;danger;0.55;cold;7
248;cold;23;blue;20.7;medium;1234;true;20.7;hot;7
249;true;20.7;none;23445;true;45.5;cold;45.5;danger;20.7
250;medium;45.5;blue;23;red;11;medium;45.5;safe;10
251;medium;45.5;none;11;cold;23;hot;1234;cold;10
252;false;0.55;safe;45.5;false;0.55;blue;11;hot;9
253;safe;0.55;true;1234;none;11;medium;45.5;red;1234
254;medium;0.55;safe;20.7;true;20.7;medium;9;medium;9
255;danger;0.55;blue;9;hot;23;false;45.5;blue;9
256;medium;23;hot;1234;safe;0.55;true;45.5;blue;45.5
257;medium;0.55;true;7;medium;7;true;23445;red;45.5
258;cold;1234;danger;10;danger;45.5;medium;0.55;blue;11
259;danger;20.7;cold;23;hot;0.55;medium;23445;true;45.5
260;true;10;cold;23;medium;23;safe;23445;true;23445
261;danger;1234;true;20.7;none;23445;medium;11;false;23445
262;true;10;danger;7;red;45.5;none;11;none;23445
263;safe;45.5;safe;10;blue;0.55;safe;23;true;20.7
264;danger;23;cold;7;safe;10;none;7;none;7
265;true;9;red;1234;red;10;true;20.7;blue;10
266;safe;11;safe;23445;medium;11;cold;23;blue;23445
267;medium;7;blue;10;red;45.5;red;45.5;blue;0.55
268;cold;7;safe;7;blue;9;none;23;none;7
269;none;1234;false;7;cold;9;hot;7;blue;0.55
270;medium;45.5;red;7;red;1234;safe;1234;hot;0.55
271;danger;20.7;none;10;cold;1234;hot;7;cold;20.7
272;danger;23;safe;1234;false;45.5;blue;10;safe;23445
273;none;1234;medium;0.55;red;0.55;true;23445;false;20.7
274;cold;11;medium;9;hot;11;medium;7;true;10
275;danger;20.7;cold;11;hot;23445;true;10;blue;10
276;blue;7;none;23445;danger;0.55;danger;0.55;false;23445
277;hot;20.7;blue;23;true;10;none;9;false;7
278;cold;9;medium;0.55;danger;20.7;safe;0.55;medium;9
279;hot;45.5;red;7;medium;9;cold;20.7;danger;1234
280;hot;11;true;10;red;23445;hot;23445;none;45.5
281;medium;45.5;cold;10;false;20.7;blue;23;blue;0.55
282;danger;20.7;hot;11;false;1234;blue;1234;true;11
283;red;23;hot;7;safe;9;danger;45.5;blue;23
284;false;0.55;safe;23445;medium;1234;danger;20.7;blue;10
285;safe;11;blue;45.5;blue;0.55;blue;23;safe;23445
286;true;20.7;red;0.55;true;9;false;45.5;medium;10
287;blue;45.5;hot;23445;danger;9;safe;11;cold;11
288;safe;11;true;20.7;none;23445;medium;1234;none;45.5
289;red;11;blue;7;false;0.55;blue;0.55;true;9
290;safe;9;danger;45.5;true;23;cold;23445;blue;0.55
291;red;0.55;blue;0.55;none;23;hot;11;blue;23445
292;safe;23;blue;10;blue;7;safe;10;red;23445
293;danger;23;false;45.5;danger;1234;true;20.7;none;23
294;blue;7;hot;20.7;cold;0.55;red;11;true;23445
295;blue;20.7;safe;1234;red;0.55;cold;1234;false;11
296;true;11;false;0.55;true;1234;blue;45.5;true;10
297;none;20.7;blue;9;none;23;true;7;cold;20.7
298;danger;11;medium;45.5;blue;7;danger;9;cold;10
299;none;1234;hot;20.7;hot;9;false;7;danger;45.5
300;danger;23;none;0.55;cold;23;danger;1234;danger;10
301;none;45.5;hot;10;false;0.55;hot;1234;hot;0.55
302;cold;11;false;10;true;11;red;10;red;10
303;medium;7;safe;0.55;medium;45.5;true;11;cold;7
304;safe;0.55;blue;45.5;false;11;red;0.55;danger;7
305;true;1234;red;0.55;false;7;danger;7;danger;23445
306;false;45.5;safe;23;danger;45.5;danger;20.7;safe;1234
307;blue;9;true;20.7;danger;0.55;none;10;safe;23445
308;true;20.7;blue;9;danger;23445;cold;10;true;23445
309;red;11;medium;1234;cold;7;red;1234;none;45.5
310;none;11;hot;10;blue;45.5;red;10;hot;0.55
311;hot;10;none;1234;blue;23445;cold;9;false;0.55
312;false;0.55;blue;10;medium;0.55;medium;9;hot;10
313;red;45.5;true;10;safe;10;blue;1234;cold;10
314;cold;20.7;hot;23445;none;23;hot;1234;safe;7
315;blue;7;false;7;cold;45.5;none;10;true;10
316;true;1234;danger;7;cold;11;medium;11;none;1234
317;true;20.7;cold;45.5;none;10;true;9;blue;45.5
318;none;20.7;danger;11;red;7;danger;45.5;medium;0.55
319;false;20.7;false;20.7;hot;9;hot;7;medium;23445
320;red;45.5;false;20.7;red;1234;red;0.55;danger;9
321;false;7;cold;23;true;0.55;danger;45.5;blue;23445
322;red;7;danger;23;blue;7;danger;10;danger;0.55
323;red;45.5;cold;0.55;danger;45.5;medium;9;true;23445
324;blue;20.7;blue;9;true;7;safe;45.5;red;11
325;danger;9;safe;7;hot;9;cold;9;blue;7
326;true;23445;red;23445;false;20.7;true;20.7;true;23
327;red;23;blue;10;cold;9;blue;11;none;0.55
328;cold;45.5;medium;1234;cold;11;red;10;blue;23445
329;none;1234;danger;9;danger;20.7;cold;7;true;10
330;cold;20.7;hot;11;blue;20.7;false;7;red;20.7
331;hot;9;safe;20.7;safe;0.55;medium;45.5;blue;23445
332;none;23;true;23;false;0.55;medium;23;danger;11
333;medium;9;blue;10;none;20.7;red;10;medium;9
334;danger;1234;safe;45.5;danger;7;none;23;none;0.55
335;red;23445;blue;23;safe;23;none;23;red;45.5
336;safe;23445;true;20.7;cold;20.7;medium;1234;cold;23445
337;hot;10;true;9;false;1234;blue;1234;medium;10
338;false;9;true;11;hot;45.5;hot;10;safe;45.5
339;safe;11;red;20.7;blue;23445;red;11;none;10
340;red;9;cold;9;cold;20.7;danger;10;danger;1234
341;true;45.5;safe;11;safe;0.55;hot;9;safe;7
342;none;23;none;23445;red;20.7;danger;11;red;0.55
343;hot;11;true;11;red;23445;safe;0.55;none;7
344;none;9;hot;20.7;none;11;medium;9;none;10
345;hot;0.55;blue;7;false;20.7;safe;45.5;safe;20.7
346;hot;1234;none;45.5;false;45.5;cold;1234;safe;1234
347;hot;7;blue;7;danger;23445;medium;45.5;false;0.55
348;red;0.55;true;23;red;0.55;none;45.5;false;23
349;hot;20.7;false;7;medium;23;safe;0.55;red;10
350;false;7;none;9;blue;9;cold;9;red;11
351;false;23445;false;7;safe;20.7;false;0.55;safe;23
352;hot;1234;safe;9;blue;23;safe;23445;blue;11
353;true;7;medium;9;true;9;danger;7;safe;9
354;cold;23;blue;23445;blue;7;true;7;red;23
355;cold;11;danger;7;cold;23445;danger;45.5;none;0.55
356;none;23445;none;20.7;blue;45.5;cold;10;false;1234
357;false;9;none;45.5;safe;1234;safe;23;red;45.5
358;medium;20.7;safe;23445;hot;11;medium;20.7;red;9
359;hot;1234;cold;1234;medium;23445;false;1234;blue;9
360;none;10;cold;7;medium;7;safe;0.55;none;23
361;cold;0.55;red;0.55;cold;23;red;1234;medium;23445
362;false;0.55;true;1234;safe;0.55;safe;10;danger;11
363;cold;1234;false;10;cold;0.55;false;7;blue;45.5
364;hot;7;none;1234;hot;9;true;9;true;1234
365;red;23445;red;23445;false;0.55;cold;23;hot;7
366;danger;23445;false;0.55;cold;20.7;medium;9;hot;9
367;danger;0.55;red;7;safe;0.55;blue;23;danger;7
368;hot;9;none;11;medium;45.5;false;0.55;false;11
369;safe;9;safe;11;hot;23;none;1234;safe;0.55
370;medium;23;none;11;blue;1234;true;20.7;danger;45.5
371;medium;23445;none;0.55;danger;10;red;23445;true;23
372;none;1234;safe;7;red;10;none;9;medium;20.7
373;true;1234;safe;10;red;9;medium;10;medium;9
374;false;23445;none;23445;true;20.7;red;23;red;0.55
375;medium;11;cold;11;red;10;false;10;red;9
376;none;1234;blue;0.55;cold;20.7;none;45.5;cold;7
377;safe;9;true;23445;safe;0.55;safe;9;blue;45.5
378;blue;9;blue;7;hot;23445;cold;11;cold;45.5
379;blue;23445;safe;45.5;cold;20.7;cold;10;safe;9
380;medium;9;medium;10;true;45.5;medium;0.55;blue;20.7
381;danger;20.7;blue;7;danger;23445;blue;23;true;23
382;blue;23;blue;23445;safe;10;blue;1234;medium;9
383;true;7;blue;45.5;none;23;hot;20.7;danger;20.7
384;blue;11;blue;23445;false;1234;blue;7;hot;9
385;true;23;cold;23;hot;10;red;23;safe;45.5
386;blue;7;blue;11;safe;11;medium;1234;blue;20.7
387;safe;23445;medium;1234;hot;10;medium;7;blue;45.5
388;hot;1234;none;23445;cold;23445;false;11;none;10
389;hot;45.5;safe;10;medium;23;hot;11;false;23445
390;cold;10;medium;0.55;none;9;true;0.55;none;23445
391;danger;23445;true;45.5;safe;23;safe;1234;cold;9
392;false;20.7;none;11;blue;0.55;true;1234;safe;11
393;blue;10;medium;23;none;1234;danger;0.55;false;23445
394;true;23;hot;9;none;11;medium;45.5;hot;45.5
395;none;23445;danger;7;safe;11;false;45.5;red;0.55
396;none;23445;blue;1234;danger;1234;true;20.7;none;45.5
397;blue;7;safe;10;true;9;medium;23445;red;0.55
398;cold;23445;safe;1234;none;45.5;hot;0.55;false;23445
399;safe;1234;medium;45.5;medium;7;hot;1234;cold;23
400;hot;45.5;none;7;hot;11;blue;23;false;20.7
401;blue;7;danger;7;safe;23445;red;0.55;hot;1234
402;medium;45.5;none;45.5;safe;23;medium;9;none;45.5
403;hot;11;medium;0.55;cold;20.7;true;20.7;hot;20.7
404;medium;9;true;10;hot;0.55;safe;23;red;9
405;danger;45.5;hot;11;none;9;cold;45.5;false;20.7
406;blue;10;red;1234;none;11;medium;11;red;45.5
407;cold;7;danger;11;true;45.5;danger;0.55;false;20.7
408;red;20.7;hot;11;safe;9;true;20.7;red;11
409;red;23445;hot;20.7;danger;11;hot;20.7;true;1234
410;hot;9;safe;11;red;10;hot;11;none;20.7
411;none;9;false;0.55;danger;20.7;none;7;hot;7
412;blue;23445;hot;20.7;blue;0.55;false;0.55;hot;20.7
413;red;9;blue;9;true;23;true;23;hot;20.7
414;danger;23;danger;23;danger;7;hot;1234;cold;23445
415;none;23445;cold;23;blue;23;true;11;medium;9
416;true;7;red;23445;cold;0.55;blue;11;medium;45.5
417;danger;7;blue;7;blue;11;true;20.7;blue;0.55
418;true;20.7;cold;45.5;safe;45.5;red;10;cold;7
419;hot;11;none;1234;hot;1234;false;9;safe;10
420;hot;1234;danger;20.7;blue;20.7;blue;45.5;blue;11
421;true;1234;cold;10;hot;45.5;medium;11;false;7
422;blue;23445;false;23445;safe;10;medium;1234;blue;9
423;cold;23445;cold;1234;none;10;cold;9;red;9
424;none;11;danger;7;medium;9;hot;11;safe;1234
425;none;23445;blue;45.5;medium;7;false;0.55;false;20.7
426;danger;7;danger;23445;danger;10;blue;23;none;10
427;red;9;medium;10;safe;0.55;medium;23445;cold;9
428;false;23;none;9;true;23;medium;0.55;red;23
429;true;11;true;9;red;23;true;10;none;9
430;false;23445;hot;9;true;23;cold;20.7;hot;7
431;medium;23;safe;20.7;true;23445;cold;1234;safe;11
432;false;7;none;23;hot;23445;hot;20.7;red;23
433;cold;7;cold;23445;danger;45.5;danger;1234;hot;1234
434;false;7;false;20.7;danger;11;false;10;medium;23
435;red;9;hot;23445;true;7;none;45.5;safe;11
436;hot;45.5;medium;11;safe;0.55;none;23445;safe;0.55
437;danger;11;hot;45.5;danger;11;cold;23445;hot;45.5
438;none;45.5;red;1234;false;11;red;0.55;safe;10
439;hot;20.7;danger;45.5;medium;10;medium;23;hot;11
440;false;23445;false;45.5;red;11;red;10;safe;10
441;none;23445;safe;23445;false;1234;red;23445;true;11
442;false;1234;cold;45.5;hot;10;cold;23;cold;23
443;true;9;false;11;none;10;red;7;danger;23
444;blue;11;blue;10;none;7;danger;9;red;9
445;none;0.55;red;20.7;medium;23445;cold;0.55;false;23
446;true;10;safe;9;danger;45.5;hot;23445;danger;10
447;cold;9;none;7;safe;11;medium;23445;true;9
448;false;0.55;true;23;cold;7;none;7;medium;10
449;none;45.5;true;10;blue;9;safe;23;blue;11
450;false;11;blue;10;none;1234;safe;0.55;true;20.7
451;true;45.5;safe;11;danger;7;medium;1234;blue;23
452;true;23445;red;9;cold;1234;safe;1234;cold;0.55
453;true;10;hot;23;false;45.5;red;11;hot;10
454;safe;9;medium;20.7;medium;7;none;7;danger;23
455;false;45.5;blue;1234;blue;7;true;23;hot;7
456;none;20.7;blue;23445;true;23445;none;20.7;hot;7
457;medium;20.7;safe;23445;medium;20.7;true;7;false;11
458;blue;11;false;45.5;red;9;red;11;none;7
459;false;23445;medium;11;none;20.7;medium;45.5;blue;23445
460;none;7;none;23445;hot;1234;blue;20.7;true;45.5
461;true;45.5;hot;23445;true;23;none;23;blue;9
462;none;7;hot;0.55;medium;9;danger;10;danger;45.5
463;cold;1234;false;9;none;23445;none;20.7;red;23
464;red;45.5;medium;9;cold;0.55;cold;11;none;11
465;false;10;red;11;blue;20.7;hot;20.7;safe;45.5
466;true;45.5;red;1234;red;1234;danger;11;true;10
467;none;23445;danger;7;cold;45.5;danger;7;none;23
468;true;11;medium;1234;danger;23;none;11;blue;0.55
469;true;23;false;23445;false;23;blue;0.55;true;9
470;hot;10;none;10;medium;11;none;1234;danger;1234
471;safe;0.55;none;7;safe;7;none;11;blue;0.55
472;cold;20.7;true;7;false;23445;blue;23445;medium;23445
473;false;7;medium;23;blue;23;safe;45.5;medium;11
474;hot;20.7;true;10;false;23445;red;10;danger;0.55
475;hot;0.55;safe;7;hot;23445;none;23;true;45.5
476;true;23;cold;11;red;7;medium;23;true;20.7
477;hot;11;none;9;danger;23445;cold;0.55;none;45.5
